formula,number,A_Density,B_Density,C_Density,X_Density,A_dipole Polarizability,B_dipole Polarizability,C_dipole Polarizability,X_dipole Polarizability,A_covalent Radius,B_covalent Radius,C_covalent Radius,X_covalent Radius,A_atomic Radius,B_atomic Radius,C_atomic Radius,X_atomic Radius,A_FirstIonization,B_FirstIonization,C_FirstIonization,X_FirstIonization,A_number of Valence Electrons,B_number of Valence Electrons,C_number of Valence Electrons,X_number of Valence Electrons,A_number,B_number,C_number,X_number,A_Period,B_Period,C_Period,X_Period,A_Electronegativity,B_Electronegativity,C_Electronegativity,X_Electronegativity,A_number of s+p Electrons,B_number of s+p Electrons,C_number of s+p Electrons,X_number of s+p Electrons,A_number of d Electrons,B_number of d Electrons,C_number of d Electrons,X_number of d Electrons,A_Mulliken EN,B_Mulliken EN,C_Mulliken EN,X_Mulliken EN,A-B_Density,A-C_Density,(A+B+C)-X_Density,A-B_dipole Polarizability,A-C_dipole Polarizability,(A+B+C)-X_dipole Polarizability,A-B_covalent Radius,A-C_covalent Radius,(A+B+C)-X_covalent Radius,A-B_atomic Radius,A-C_atomic Radius,(A+B+C)-X_atomic Radius,A-B_FirstIonization,A-C_FirstIonization,(A+B+C)-X_FirstIonization,A-B_number of Valence Electrons,A-C_number of Valence Electrons,(A+B+C)-X_number of Valence Electrons,A-B_number,A-C_number,(A+B+C)-X_number,A-B_Period,A-C_Period,(A+B+C)-X_Period,A-B_Electronegativity,A-C_Electronegativity,(A+B+C)-X_Electronegativity,A-B_number of s+p Electrons,A-C_number of s+p Electrons,(A+B+C)-X_number of s+p Electrons,A-B_number of d Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-B_Mulliken EN,A-C_Mulliken EN,(A+B+C)-X_Mulliken EN
K2MnBaF6,2,1.724,7.44,3.59,0.010199999999999999,579.4,68.0,272.0,22.44,392,119,196,384,4.4,1.4,2.15,3.0,837.6,717.3,502.9,10086.0,2,7,2,42,38,25,56,54,8,4,6,12,1.64,1.55,0.89,23.88,2,2,2,42,0,5,0,0,4.84,3.72,2.4,62.46,5.716,1.8659999999999999,12.7438,511.4,307.4,896.9599999999999,273,196,323,3.0000000000000004,2.2500000000000004,4.950000000000001,120.30000000000007,334.70000000000005,8028.2,5,0,31,13,18,65,4,2,6,0.08999999999999986,0.7499999999999999,19.799999999999997,0,0,36,5,0,5,1.1199999999999997,2.44,51.5
K2MnPtF6,2,1.724,7.44,21.5,0.010199999999999999,579.4,68.0,48.0,22.44,392,119,123,384,4.4,1.4,1.35,3.0,837.6,717.3,870.0,10086.0,2,7,10,42,38,25,78,54,8,4,6,12,1.64,1.55,2.28,23.88,2,2,1,42,0,5,9,0,4.84,3.72,5.6,62.46,5.716,19.776,30.6538,511.4,531.4,672.9599999999999,273,269,250,3.0000000000000004,3.0500000000000003,4.15,120.30000000000007,32.39999999999998,7661.1,5,8,23,13,40,87,4,2,6,0.08999999999999986,0.6399999999999999,18.41,0,1,37,5,9,14,1.1199999999999997,0.7599999999999998,48.3
K2MnPtCl6,2,1.724,7.44,21.5,0.01926,579.4,68.0,48.0,87.6,392,119,123,594,4.4,1.4,1.35,6.0,837.6,717.3,870.0,7507.200000000001,2,7,10,42,38,25,78,102,8,4,6,18,1.64,1.55,2.28,18.96,2,2,1,42,0,5,9,0,4.84,3.72,5.6,49.800000000000004,5.716,19.776,30.644740000000002,511.4,531.4,607.8,273,269,40,3.0000000000000004,3.0500000000000003,1.1500000000000004,120.30000000000007,32.39999999999998,5082.300000000001,5,8,23,13,40,39,4,2,0,0.08999999999999986,0.6399999999999999,13.490000000000002,0,1,37,5,9,14,1.1199999999999997,0.7599999999999998,35.64
K2MnHgF6,2,1.724,7.44,13.5,0.010199999999999999,579.4,68.0,33.91,22.44,392,119,133,384,4.4,1.4,1.5,3.0,837.6,717.3,1007.1,10086.0,2,7,12,42,38,25,80,54,8,4,6,12,1.64,1.55,2.0,23.88,2,2,2,42,0,5,10,0,4.84,3.72,4.91,62.46,5.716,11.776,22.6538,511.4,545.49,658.8699999999999,273,259,260,3.0000000000000004,2.9000000000000004,4.300000000000001,120.30000000000007,169.5,7524.0,5,10,21,13,42,89,4,2,6,0.08999999999999986,0.3600000000000001,18.689999999999998,0,0,36,5,10,15,1.1199999999999997,0.07000000000000028,48.99
K2MnHgCl6,2,1.724,7.44,13.5,0.01926,579.4,68.0,33.91,87.6,392,119,133,594,4.4,1.4,1.5,6.0,837.6,717.3,1007.1,7507.200000000001,2,7,12,42,38,25,80,102,8,4,6,18,1.64,1.55,2.0,18.96,2,2,2,42,0,5,10,0,4.84,3.72,4.91,49.800000000000004,5.716,11.776,22.644740000000002,511.4,545.49,593.7099999999999,273,259,50,3.0000000000000004,2.9000000000000004,1.3000000000000007,120.30000000000007,169.5,4945.200000000001,5,10,21,13,42,41,4,2,0,0.08999999999999986,0.3600000000000001,13.770000000000001,0,0,36,5,10,15,1.1199999999999997,0.07000000000000028,36.330000000000005
K2MnPbF6,2,1.724,7.44,11.3,0.010199999999999999,579.4,68.0,47.0,22.44,392,119,144,384,4.4,1.4,1.8,3.0,837.6,717.3,715.6,10086.0,2,7,4,42,38,25,82,54,8,4,6,12,1.64,1.55,2.33,23.88,2,2,4,42,0,5,10,0,4.84,3.72,3.9,62.46,5.716,9.576,20.453799999999998,511.4,532.4,671.9599999999999,273,248,271,3.0000000000000004,2.6000000000000005,4.6000000000000005,120.30000000000007,122.0,7815.5,5,2,29,13,44,91,4,2,6,0.08999999999999986,0.6900000000000002,18.36,0,2,34,5,10,15,1.1199999999999997,0.94,50.0
K2MnPbCl6,2,1.724,7.44,11.3,0.01926,579.4,68.0,47.0,87.6,392,119,144,594,4.4,1.4,1.8,6.0,837.6,717.3,715.6,7507.200000000001,2,7,4,42,38,25,82,102,8,4,6,18,1.64,1.55,2.33,18.96,2,2,4,42,0,5,10,0,4.84,3.72,3.9,49.800000000000004,5.716,9.576,20.44474,511.4,532.4,606.8,273,248,61,3.0000000000000004,2.6000000000000005,1.6000000000000005,120.30000000000007,122.0,5236.700000000001,5,2,29,13,44,43,4,2,0,0.08999999999999986,0.6900000000000002,13.440000000000001,0,2,34,5,10,15,1.1199999999999997,0.94,37.34
K2MnLaF6,2,1.724,7.44,6.15,0.010199999999999999,579.4,68.0,215.0,22.44,392,119,180,384,4.4,1.4,1.95,3.0,837.6,717.3,538.1,10086.0,2,7,3,42,38,25,57,54,8,4,6,12,1.64,1.55,1.1,23.88,2,2,2,42,0,5,1,0,4.84,3.72,3.1,62.46,5.716,4.426,15.3038,511.4,364.4,839.9599999999999,273,212,307,3.0000000000000004,2.45,4.750000000000001,120.30000000000007,299.5,7993.0,5,1,30,13,19,66,4,2,6,0.08999999999999986,0.5399999999999998,19.59,0,0,36,5,1,6,1.1199999999999997,1.7399999999999998,50.8
K2MnCeF6,2,1.724,7.44,6.77,0.010199999999999999,579.4,68.0,205.0,22.44,392,119,163,384,4.4,1.4,1.85,3.0,837.6,717.3,534.4,10086.0,2,7,3,42,38,25,58,54,8,4,6,12,1.64,1.55,1.12,23.88,2,2,2,42,0,5,1,0,4.84,3.72,3.1,62.46,5.716,5.045999999999999,15.9238,511.4,374.4,829.9599999999999,273,229,290,3.0000000000000004,2.5500000000000003,4.65,120.30000000000007,303.20000000000005,7996.7,5,1,30,13,20,67,4,2,6,0.08999999999999986,0.5199999999999998,19.57,0,0,36,5,1,6,1.1199999999999997,1.7399999999999998,50.8
K2MnPrF6,2,1.724,7.44,6.77,0.010199999999999999,579.4,68.0,216.0,22.44,392,119,176,384,4.4,1.4,1.85,3.0,837.6,717.3,527.0,10086.0,2,7,3,42,38,25,59,54,8,4,6,12,1.64,1.55,1.13,23.88,2,2,2,42,0,5,0,0,4.84,3.72,3.1,62.46,5.716,5.045999999999999,15.9238,511.4,363.4,840.9599999999999,273,216,303,3.0000000000000004,2.5500000000000003,4.65,120.30000000000007,310.6,8004.1,5,1,30,13,21,68,4,2,6,0.08999999999999986,0.51,19.56,0,0,36,5,0,5,1.1199999999999997,1.7399999999999998,50.8
K2MnSmF6,2,1.724,7.44,7.52,0.010199999999999999,579.4,68.0,192.0,22.44,392,119,172,384,4.4,1.4,1.85,3.0,837.6,717.3,544.5,10086.0,2,7,3,42,38,25,62,54,8,4,6,12,1.64,1.55,1.17,23.88,2,2,2,42,0,5,0,0,4.84,3.72,3.1,62.46,5.716,5.795999999999999,16.673799999999996,511.4,387.4,816.9599999999999,273,220,299,3.0000000000000004,2.5500000000000003,4.65,120.30000000000007,293.1,7986.6,5,1,30,13,24,71,4,2,6,0.08999999999999986,0.47,19.52,0,0,36,5,0,5,1.1199999999999997,1.7399999999999998,50.8
K2MnSmCl6,2,1.724,7.44,7.52,0.01926,579.4,68.0,192.0,87.6,392,119,172,594,4.4,1.4,1.85,6.0,837.6,717.3,544.5,7507.200000000001,2,7,3,42,38,25,62,102,8,4,6,18,1.64,1.55,1.17,18.96,2,2,2,42,0,5,0,0,4.84,3.72,3.1,49.800000000000004,5.716,5.795999999999999,16.66474,511.4,387.4,751.8,273,220,89,3.0000000000000004,2.5500000000000003,1.6500000000000004,120.30000000000007,293.1,5407.800000000001,5,1,30,13,24,23,4,2,0,0.08999999999999986,0.47,14.600000000000001,0,0,36,5,0,5,1.1199999999999997,1.7399999999999998,38.14
K2MnEuF6,2,1.724,7.44,5.24,0.010199999999999999,579.4,68.0,184.0,22.44,392,119,168,384,4.4,1.4,1.85,3.0,837.6,717.3,547.1,10086.0,2,7,3,42,38,25,63,54,8,4,6,12,1.64,1.55,1.2,23.88,2,2,2,42,0,5,0,0,4.84,3.72,3.1,62.46,5.716,3.516,14.3938,511.4,395.4,808.9599999999999,273,224,295,3.0000000000000004,2.5500000000000003,4.65,120.30000000000007,290.5,7984.0,5,1,30,13,25,72,4,2,6,0.08999999999999986,0.43999999999999995,19.49,0,0,36,5,0,5,1.1199999999999997,1.7399999999999998,50.8
K2MnEuCl6,2,1.724,7.44,5.24,0.01926,579.4,68.0,184.0,87.6,392,119,168,594,4.4,1.4,1.85,6.0,837.6,717.3,547.1,7507.200000000001,2,7,3,42,38,25,63,102,8,4,6,18,1.64,1.55,1.2,18.96,2,2,2,42,0,5,0,0,4.84,3.72,3.1,49.800000000000004,5.716,3.516,14.38474,511.4,395.4,743.8,273,224,85,3.0000000000000004,2.5500000000000003,1.6500000000000004,120.30000000000007,290.5,5405.200000000001,5,1,30,13,25,24,4,2,0,0.08999999999999986,0.43999999999999995,14.57,0,0,36,5,0,5,1.1199999999999997,1.7399999999999998,38.14
K2MnDyF6,2,1.724,7.44,8.55,0.010199999999999999,579.4,68.0,163.0,22.44,392,119,167,384,4.4,1.4,1.75,3.0,837.6,717.3,573.0,10086.0,2,7,3,42,38,25,66,54,8,4,6,12,1.64,1.55,1.22,23.88,2,2,2,42,0,5,0,0,4.84,3.72,3.1,62.46,5.716,6.8260000000000005,17.703799999999998,511.4,416.4,787.9599999999999,273,225,294,3.0000000000000004,2.6500000000000004,4.550000000000001,120.30000000000007,264.6,7958.1,5,1,30,13,28,75,4,2,6,0.08999999999999986,0.41999999999999993,19.47,0,0,36,5,0,5,1.1199999999999997,1.7399999999999998,50.8
K2MnDyCl6,2,1.724,7.44,8.55,0.01926,579.4,68.0,163.0,87.6,392,119,167,594,4.4,1.4,1.75,6.0,837.6,717.3,573.0,7507.200000000001,2,7,3,42,38,25,66,102,8,4,6,18,1.64,1.55,1.22,18.96,2,2,2,42,0,5,0,0,4.84,3.72,3.1,49.800000000000004,5.716,6.8260000000000005,17.69474,511.4,416.4,722.8,273,225,84,3.0000000000000004,2.6500000000000004,1.5500000000000007,120.30000000000007,264.6,5379.300000000001,5,1,30,13,28,27,4,2,0,0.08999999999999986,0.41999999999999993,14.55,0,0,36,5,0,5,1.1199999999999997,1.7399999999999998,38.14
K2MnTmF6,2,1.724,7.44,9.32,0.010199999999999999,579.4,68.0,144.0,22.44,392,119,164,384,4.4,1.4,1.75,3.0,837.6,717.3,596.7,10086.0,2,7,3,42,38,25,69,54,8,4,6,12,1.64,1.55,1.25,23.88,2,2,2,42,0,5,0,0,4.84,3.72,3.1,62.46,5.716,7.596,18.4738,511.4,435.4,768.9599999999999,273,228,291,3.0000000000000004,2.6500000000000004,4.550000000000001,120.30000000000007,240.89999999999998,7934.4,5,1,30,13,31,78,4,2,6,0.08999999999999986,0.3899999999999999,19.439999999999998,0,0,36,5,0,5,1.1199999999999997,1.7399999999999998,50.8
K2MnTmCl6,2,1.724,7.44,9.32,0.01926,579.4,68.0,144.0,87.6,392,119,164,594,4.4,1.4,1.75,6.0,837.6,717.3,596.7,7507.200000000001,2,7,3,42,38,25,69,102,8,4,6,18,1.64,1.55,1.25,18.96,2,2,2,42,0,5,0,0,4.84,3.72,3.1,49.800000000000004,5.716,7.596,18.464740000000003,511.4,435.4,703.8,273,228,81,3.0000000000000004,2.6500000000000004,1.5500000000000007,120.30000000000007,240.89999999999998,5355.6,5,1,30,13,31,30,4,2,0,0.08999999999999986,0.3899999999999999,14.520000000000001,0,0,36,5,0,5,1.1199999999999997,1.7399999999999998,38.14
K2MnYbF6,2,1.724,7.44,6.97,0.010199999999999999,579.4,68.0,139.0,22.44,392,119,170,384,4.4,1.4,1.75,3.0,837.6,717.3,603.4,10086.0,2,7,3,42,38,25,70,54,8,4,6,12,1.64,1.55,1.1,23.88,2,2,2,42,0,5,0,0,4.84,3.72,3.1,62.46,5.716,5.2459999999999996,16.1238,511.4,440.4,763.9599999999999,273,222,297,3.0000000000000004,2.6500000000000004,4.550000000000001,120.30000000000007,234.20000000000005,7927.7,5,1,30,13,32,79,4,2,6,0.08999999999999986,0.5399999999999998,19.59,0,0,36,5,0,5,1.1199999999999997,1.7399999999999998,50.8
K2MnYbCl6,2,1.724,7.44,6.97,0.01926,579.4,68.0,139.0,87.6,392,119,170,594,4.4,1.4,1.75,6.0,837.6,717.3,603.4,7507.200000000001,2,7,3,42,38,25,70,102,8,4,6,18,1.64,1.55,1.1,18.96,2,2,2,42,0,5,0,0,4.84,3.72,3.1,49.800000000000004,5.716,5.2459999999999996,16.11474,511.4,440.4,698.8,273,222,87,3.0000000000000004,2.6500000000000004,1.5500000000000007,120.30000000000007,234.20000000000005,5348.900000000001,5,1,30,13,32,31,4,2,0,0.08999999999999986,0.5399999999999998,14.670000000000002,0,0,36,5,0,5,1.1199999999999997,1.7399999999999998,38.14
K2FeCoF6,2,1.724,7.87,8.86,0.010199999999999999,579.4,62.0,55.0,22.44,392,116,111,384,4.4,1.4,1.35,3.0,837.6,762.5,760.4,10086.0,2,8,9,42,38,26,27,54,8,4,4,12,1.64,1.83,1.88,23.88,2,2,2,42,0,6,7,0,4.84,4.06,4.3,62.46,6.146,7.135999999999999,18.4438,517.4,524.4,673.9599999999999,276,281,235,3.0000000000000004,3.0500000000000003,4.15,75.10000000000002,77.20000000000005,7725.5,6,7,23,12,11,37,4,4,4,0.19000000000000017,0.24,18.53,0,0,36,6,7,13,0.7800000000000002,0.54,49.260000000000005
K2FeCoCl6,2,1.724,7.87,8.86,0.01926,579.4,62.0,55.0,87.6,392,116,111,594,4.4,1.4,1.35,6.0,837.6,762.5,760.4,7507.200000000001,2,8,9,42,38,26,27,102,8,4,4,18,1.64,1.83,1.88,18.96,2,2,2,42,0,6,7,0,4.84,4.06,4.3,49.800000000000004,6.146,7.135999999999999,18.43474,517.4,524.4,608.8,276,281,25,3.0000000000000004,3.0500000000000003,1.1500000000000004,75.10000000000002,77.20000000000005,5146.700000000001,6,7,23,12,11,11,4,4,2,0.19000000000000017,0.24,13.610000000000001,0,0,36,6,7,13,0.7800000000000002,0.54,36.60000000000001
K2FeNiF6,2,1.724,7.87,8.91,0.010199999999999999,579.4,62.0,49.0,22.44,392,116,110,384,4.4,1.4,1.35,3.0,837.6,762.5,737.1,10086.0,2,8,10,42,38,26,28,54,8,4,4,12,1.64,1.83,1.91,23.88,2,2,2,42,0,6,8,0,4.84,4.06,4.4,62.46,6.146,7.186,18.493799999999997,517.4,530.4,667.9599999999999,276,282,234,3.0000000000000004,3.0500000000000003,4.15,75.10000000000002,100.5,7748.8,6,8,22,12,10,38,4,4,4,0.19000000000000017,0.27,18.5,0,0,36,6,8,14,0.7800000000000002,0.4399999999999995,49.160000000000004
K2FeCuF6,2,1.724,7.87,8.96,0.010199999999999999,579.4,62.0,46.5,22.44,392,116,112,384,4.4,1.4,1.35,3.0,837.6,762.5,745.5,10086.0,2,8,11,42,38,26,29,54,8,4,4,12,1.64,1.83,1.9,23.88,2,2,1,42,0,6,10,0,4.84,4.06,4.48,62.46,6.146,7.236000000000001,18.5438,517.4,532.9,665.4599999999999,276,280,236,3.0000000000000004,3.0500000000000003,4.15,75.10000000000002,92.10000000000002,7740.4,6,9,21,12,9,39,4,4,4,0.19000000000000017,0.26,18.509999999999998,0,1,37,6,10,16,0.7800000000000002,0.35999999999999943,49.08
K2FeZnF6,2,1.724,7.87,7.13,0.010199999999999999,579.4,62.0,38.67,22.44,392,116,118,384,4.4,1.4,1.35,3.0,837.6,762.5,906.4,10086.0,2,8,12,42,38,26,30,54,8,4,4,12,1.64,1.83,1.65,23.88,2,2,2,42,0,6,10,0,4.84,4.06,4.45,62.46,6.146,5.406,16.7138,517.4,540.73,657.6299999999999,276,274,242,3.0000000000000004,3.0500000000000003,4.15,75.10000000000002,68.79999999999995,7579.5,6,10,20,12,8,40,4,4,4,0.19000000000000017,0.010000000000000009,18.759999999999998,0,0,36,6,10,16,0.7800000000000002,0.3899999999999997,49.11
K2FeZnCl6,2,1.724,7.87,7.13,0.01926,579.4,62.0,38.67,87.6,392,116,118,594,4.4,1.4,1.35,6.0,837.6,762.5,906.4,7507.200000000001,2,8,12,42,38,26,30,102,8,4,4,18,1.64,1.83,1.65,18.96,2,2,2,42,0,6,10,0,4.84,4.06,4.45,49.800000000000004,6.146,5.406,16.70474,517.4,540.73,592.4699999999999,276,274,32,3.0000000000000004,3.0500000000000003,1.1500000000000004,75.10000000000002,68.79999999999995,5000.700000000001,6,10,20,12,8,8,4,4,2,0.19000000000000017,0.010000000000000009,13.840000000000002,0,0,36,6,10,16,0.7800000000000002,0.3899999999999997,36.45
K2FeGeF6,2,1.724,7.87,5.32,0.010199999999999999,579.4,62.0,40.0,22.44,392,116,121,384,4.4,1.4,1.25,3.0,837.6,762.5,762.0,10086.0,2,8,4,42,38,26,32,54,8,4,4,12,1.64,1.83,2.01,23.88,2,2,4,42,0,6,0,0,4.84,4.06,4.6,62.46,6.146,3.596,14.9038,517.4,539.4,658.9599999999999,276,271,245,3.0000000000000004,3.1500000000000004,4.050000000000001,75.10000000000002,75.60000000000002,7723.9,6,2,28,12,6,42,4,4,4,0.19000000000000017,0.3699999999999999,18.4,0,2,34,6,0,6,0.7800000000000002,0.2400000000000002,48.96
K2FeSrF6,2,1.724,7.87,2.64,0.010199999999999999,579.4,62.0,197.2,22.44,392,116,185,384,4.4,1.4,2.0,3.0,837.6,762.5,549.5,10086.0,2,8,2,42,38,26,38,54,8,4,5,12,1.64,1.83,0.95,23.88,2,2,2,42,0,6,0,0,4.84,4.06,2.0,62.46,6.146,0.9160000000000001,12.2238,517.4,382.2,816.1599999999999,276,207,309,3.0000000000000004,2.4000000000000004,4.800000000000001,75.10000000000002,288.1,7936.4,6,0,30,12,0,48,4,3,5,0.19000000000000017,0.69,19.46,0,0,36,6,0,6,0.7800000000000002,2.84,51.56
K2FeSrCl6,2,1.724,7.87,2.64,0.01926,579.4,62.0,197.2,87.6,392,116,185,594,4.4,1.4,2.0,6.0,837.6,762.5,549.5,7507.200000000001,2,8,2,42,38,26,38,102,8,4,5,18,1.64,1.83,0.95,18.96,2,2,2,42,0,6,0,0,4.84,4.06,2.0,49.800000000000004,6.146,0.9160000000000001,12.21474,517.4,382.2,750.9999999999999,276,207,99,3.0000000000000004,2.4000000000000004,1.8000000000000007,75.10000000000002,288.1,5357.6,6,0,30,12,0,0,4,3,1,0.19000000000000017,0.69,14.540000000000001,0,0,36,6,0,6,0.7800000000000002,2.84,38.900000000000006
K2FeYF6,2,1.724,7.87,4.47,0.010199999999999999,579.4,62.0,162.0,22.44,392,116,163,384,4.4,1.4,1.8,3.0,837.6,762.5,600.0,10086.0,2,8,3,42,38,26,39,54,8,4,5,12,1.64,1.83,1.22,23.88,2,2,2,42,0,6,1,0,4.84,4.06,3.19,62.46,6.146,2.7459999999999996,14.0538,517.4,417.4,780.9599999999999,276,229,287,3.0000000000000004,2.6000000000000005,4.6000000000000005,75.10000000000002,237.60000000000002,7885.9,6,1,29,12,1,49,4,3,5,0.19000000000000017,0.41999999999999993,19.189999999999998,0,0,36,6,1,7,0.7800000000000002,1.65,50.370000000000005
K2FeYCl6,2,1.724,7.87,4.47,0.01926,579.4,62.0,162.0,87.6,392,116,163,594,4.4,1.4,1.8,6.0,837.6,762.5,600.0,7507.200000000001,2,8,3,42,38,26,39,102,8,4,5,18,1.64,1.83,1.22,18.96,2,2,2,42,0,6,1,0,4.84,4.06,3.19,49.800000000000004,6.146,2.7459999999999996,14.044740000000001,517.4,417.4,715.8,276,229,77,3.0000000000000004,2.6000000000000005,1.6000000000000005,75.10000000000002,237.60000000000002,5307.1,6,1,29,12,1,1,4,3,1,0.19000000000000017,0.41999999999999993,14.270000000000001,0,0,36,6,1,7,0.7800000000000002,1.65,37.71000000000001
K2FeNbF6,2,1.724,7.87,8.57,0.010199999999999999,579.4,62.0,98.0,22.44,392,116,147,384,4.4,1.4,1.45,3.0,837.6,762.5,652.1,10086.0,2,8,5,42,38,26,41,54,8,4,5,12,1.64,1.83,1.6,23.88,2,2,1,42,0,6,4,0,4.84,4.06,4.0,62.46,6.146,6.846,18.1538,517.4,481.4,716.9599999999999,276,245,271,3.0000000000000004,2.95,4.250000000000001,75.10000000000002,185.5,7833.8,6,3,27,12,3,51,4,3,5,0.19000000000000017,0.039999999999999813,18.81,0,1,37,6,4,10,0.7800000000000002,0.8399999999999999,49.56
K2FeNbCl6,2,1.724,7.87,8.57,0.01926,579.4,62.0,98.0,87.6,392,116,147,594,4.4,1.4,1.45,6.0,837.6,762.5,652.1,7507.200000000001,2,8,5,42,38,26,41,102,8,4,5,18,1.64,1.83,1.6,18.96,2,2,1,42,0,6,4,0,4.84,4.06,4.0,49.800000000000004,6.146,6.846,18.144740000000002,517.4,481.4,651.8,276,245,61,3.0000000000000004,2.95,1.2500000000000009,75.10000000000002,185.5,5255.000000000001,6,3,27,12,3,3,4,3,1,0.19000000000000017,0.039999999999999813,13.89,0,1,37,6,4,10,0.7800000000000002,0.8399999999999999,36.900000000000006
K2FePdF6,2,1.724,7.87,12.0,0.010199999999999999,579.4,62.0,26.14,22.44,392,116,120,384,4.4,1.4,1.4,3.0,837.6,762.5,804.4,10086.0,2,8,10,42,38,26,46,54,8,4,5,12,1.64,1.83,2.2,23.88,2,2,0,42,0,6,10,0,4.84,4.06,4.45,62.46,6.146,10.276,21.5838,517.4,553.26,645.0999999999999,276,272,244,3.0000000000000004,3.0000000000000004,4.200000000000001,75.10000000000002,33.200000000000045,7681.5,6,8,22,12,8,56,4,3,5,0.19000000000000017,0.5600000000000003,18.21,0,2,38,6,10,16,0.7800000000000002,0.3899999999999997,49.11
K2FePdCl6,2,1.724,7.87,12.0,0.01926,579.4,62.0,26.14,87.6,392,116,120,594,4.4,1.4,1.4,6.0,837.6,762.5,804.4,7507.200000000001,2,8,10,42,38,26,46,102,8,4,5,18,1.64,1.83,2.2,18.96,2,2,0,42,0,6,10,0,4.84,4.06,4.45,49.800000000000004,6.146,10.276,21.574740000000002,517.4,553.26,579.9399999999999,276,272,34,3.0000000000000004,3.0000000000000004,1.200000000000001,75.10000000000002,33.200000000000045,5102.700000000001,6,8,22,12,8,8,4,3,1,0.19000000000000017,0.5600000000000003,13.290000000000001,0,2,38,6,10,16,0.7800000000000002,0.3899999999999997,36.45
K2FeAgF6,2,1.724,7.87,10.5,0.010199999999999999,579.4,62.0,55.0,22.44,392,116,128,384,4.4,1.4,1.6,3.0,837.6,762.5,731.0,10086.0,2,8,11,42,38,26,47,54,8,4,5,12,1.64,1.83,1.93,23.88,2,2,1,42,0,6,10,0,4.84,4.06,4.44,62.46,6.146,8.776,20.0838,517.4,524.4,673.9599999999999,276,264,252,3.0000000000000004,2.8000000000000003,4.4,75.10000000000002,106.60000000000002,7754.9,6,9,21,12,9,57,4,3,5,0.19000000000000017,0.29000000000000004,18.48,0,1,37,6,10,16,0.7800000000000002,0.39999999999999947,49.120000000000005
K2FeAgCl6,2,1.724,7.87,10.5,0.01926,579.4,62.0,55.0,87.6,392,116,128,594,4.4,1.4,1.6,6.0,837.6,762.5,731.0,7507.200000000001,2,8,11,42,38,26,47,102,8,4,5,18,1.64,1.83,1.93,18.96,2,2,1,42,0,6,10,0,4.84,4.06,4.44,49.800000000000004,6.146,8.776,20.074740000000002,517.4,524.4,608.8,276,264,42,3.0000000000000004,2.8000000000000003,1.4000000000000004,75.10000000000002,106.60000000000002,5176.1,6,9,21,12,9,9,4,3,1,0.19000000000000017,0.29000000000000004,13.560000000000002,0,1,37,6,10,16,0.7800000000000002,0.39999999999999947,36.46000000000001
K2FeCdF6,2,1.724,7.87,8.69,0.010199999999999999,579.4,62.0,46.0,22.44,392,116,136,384,4.4,1.4,1.55,3.0,837.6,762.5,867.8,10086.0,2,8,12,42,38,26,48,54,8,4,5,12,1.64,1.83,1.69,23.88,2,2,2,42,0,6,10,0,4.84,4.06,4.33,62.46,6.146,6.965999999999999,18.273799999999998,517.4,533.4,664.9599999999999,276,256,260,3.0000000000000004,2.8500000000000005,4.3500000000000005,75.10000000000002,30.199999999999932,7618.1,6,10,20,12,10,58,4,3,5,0.19000000000000017,0.050000000000000044,18.72,0,0,36,6,10,16,0.7800000000000002,0.5099999999999998,49.230000000000004
K2FeCdCl6,2,1.724,7.87,8.69,0.01926,579.4,62.0,46.0,87.6,392,116,136,594,4.4,1.4,1.55,6.0,837.6,762.5,867.8,7507.200000000001,2,8,12,42,38,26,48,102,8,4,5,18,1.64,1.83,1.69,18.96,2,2,2,42,0,6,10,0,4.84,4.06,4.33,49.800000000000004,6.146,6.965999999999999,18.26474,517.4,533.4,599.8,276,256,50,3.0000000000000004,2.8500000000000005,1.3500000000000005,75.10000000000002,30.199999999999932,5039.300000000001,6,10,20,12,10,10,4,3,1,0.19000000000000017,0.050000000000000044,13.8,0,0,36,6,10,16,0.7800000000000002,0.5099999999999998,36.57000000000001
K2FeInF6,2,1.724,7.87,7.31,0.010199999999999999,579.4,62.0,65.0,22.44,392,116,142,384,4.4,1.4,1.55,3.0,837.6,762.5,558.3,10086.0,2,8,3,42,38,26,49,54,8,4,5,12,1.64,1.83,1.78,23.88,2,2,3,42,0,6,10,0,4.84,4.06,3.1,62.46,6.146,5.585999999999999,16.8938,517.4,514.4,683.9599999999999,276,250,266,3.0000000000000004,2.8500000000000005,4.3500000000000005,75.10000000000002,279.30000000000007,7927.6,6,1,29,12,11,59,4,3,5,0.19000000000000017,0.14000000000000012,18.63,0,1,35,6,10,16,0.7800000000000002,1.7399999999999998,50.46
K2FeInCl6,2,1.724,7.87,7.31,0.01926,579.4,62.0,65.0,87.6,392,116,142,594,4.4,1.4,1.55,6.0,837.6,762.5,558.3,7507.200000000001,2,8,3,42,38,26,49,102,8,4,5,18,1.64,1.83,1.78,18.96,2,2,3,42,0,6,10,0,4.84,4.06,3.1,49.800000000000004,6.146,5.585999999999999,16.88474,517.4,514.4,618.8,276,250,56,3.0000000000000004,2.8500000000000005,1.3500000000000005,75.10000000000002,279.30000000000007,5348.800000000001,6,1,29,12,11,11,4,3,1,0.19000000000000017,0.14000000000000012,13.71,0,1,35,6,10,16,0.7800000000000002,1.7399999999999998,37.800000000000004
