formula,number,A_Density,B_Density,C_Density,X_Density,A_dipole Polarizability,B_dipole Polarizability,C_dipole Polarizability,X_dipole Polarizability,A_covalent Radius,B_covalent Radius,C_covalent Radius,X_covalent Radius,A_atomic Radius,B_atomic Radius,C_atomic Radius,X_atomic Radius,A_FirstIonization,B_FirstIonization,C_FirstIonization,X_FirstIonization,A_number of Valence Electrons,B_number of Valence Electrons,C_number of Valence Electrons,X_number of Valence Electrons,A_number,B_number,C_number,X_number,A_Period,B_Period,C_Period,X_Period,A_Electronegativity,B_Electronegativity,C_Electronegativity,X_Electronegativity,A_number of s+p Electrons,B_number of s+p Electrons,C_number of s+p Electrons,X_number of s+p Electrons,A_number of d Electrons,B_number of d Electrons,C_number of d Electrons,X_number of d Electrons,A_Mulliken EN,B_Mulliken EN,C_Mulliken EN,X_Mulliken EN,A-B_Density,A-C_Density,(A+B+C)-X_Density,A-B_dipole Polarizability,A-C_dipole Polarizability,(A+B+C)-X_dipole Polarizability,A-B_covalent Radius,A-C_covalent Radius,(A+B+C)-X_covalent Radius,A-B_atomic Radius,A-C_atomic Radius,(A+B+C)-X_atomic Radius,A-B_FirstIonization,A-C_FirstIonization,(A+B+C)-X_FirstIonization,A-B_number of Valence Electrons,A-C_number of Valence Electrons,(A+B+C)-X_number of Valence Electrons,A-B_number,A-C_number,(A+B+C)-X_number,A-B_Period,A-C_Period,(A+B+C)-X_Period,A-B_Electronegativity,A-C_Electronegativity,(A+B+C)-X_Electronegativity,A-B_number of s+p Electrons,A-C_number of s+p Electrons,(A+B+C)-X_number of s+p Electrons,A-B_number of d Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-B_Mulliken EN,A-C_Mulliken EN,(A+B+C)-X_Mulliken EN
K2FeSnF6,2,1.724,7.87,7.29,0.010199999999999999,579.4,62.0,53.0,22.44,392,116,140,384,4.4,1.4,1.45,3.0,837.6,762.5,708.6,10086.0,2,8,4,42,38,26,50,54,8,4,5,12,1.64,1.83,1.96,23.88,2,2,4,42,0,6,10,0,4.84,4.06,4.3,62.46,6.146,5.566,16.8738,517.4,526.4,671.9599999999999,276,252,264,3.0000000000000004,2.95,4.250000000000001,75.10000000000002,129.0,7777.3,6,2,28,12,12,60,4,3,5,0.19000000000000017,0.32000000000000006,18.45,0,2,34,6,10,16,0.7800000000000002,0.54,49.260000000000005
K2FeSnCl6,2,1.724,7.87,7.29,0.01926,579.4,62.0,53.0,87.6,392,116,140,594,4.4,1.4,1.45,6.0,837.6,762.5,708.6,7507.200000000001,2,8,4,42,38,26,50,102,8,4,5,18,1.64,1.83,1.96,18.96,2,2,4,42,0,6,10,0,4.84,4.06,4.3,49.800000000000004,6.146,5.566,16.86474,517.4,526.4,606.8,276,252,54,3.0000000000000004,2.95,1.2500000000000009,75.10000000000002,129.0,5198.500000000001,6,2,28,12,12,12,4,3,1,0.19000000000000017,0.32000000000000006,13.530000000000001,0,2,34,6,10,16,0.7800000000000002,0.54,36.60000000000001
K2FeBaF6,2,1.724,7.87,3.59,0.010199999999999999,579.4,62.0,272.0,22.44,392,116,196,384,4.4,1.4,2.15,3.0,837.6,762.5,502.9,10086.0,2,8,2,42,38,26,56,54,8,4,6,12,1.64,1.83,0.89,23.88,2,2,2,42,0,6,0,0,4.84,4.06,2.4,62.46,6.146,1.8659999999999999,13.1738,517.4,307.4,890.9599999999999,276,196,320,3.0000000000000004,2.2500000000000004,4.950000000000001,75.10000000000002,334.70000000000005,7983.0,6,0,30,12,18,66,4,2,6,0.19000000000000017,0.7499999999999999,19.52,0,0,36,6,0,6,0.7800000000000002,2.44,51.160000000000004
K2FePtF6,2,1.724,7.87,21.5,0.010199999999999999,579.4,62.0,48.0,22.44,392,116,123,384,4.4,1.4,1.35,3.0,837.6,762.5,870.0,10086.0,2,8,10,42,38,26,78,54,8,4,6,12,1.64,1.83,2.28,23.88,2,2,1,42,0,6,9,0,4.84,4.06,5.6,62.46,6.146,19.776,31.0838,517.4,531.4,666.9599999999999,276,269,247,3.0000000000000004,3.0500000000000003,4.15,75.10000000000002,32.39999999999998,7615.9,6,8,22,12,40,88,4,2,6,0.19000000000000017,0.6399999999999999,18.13,0,1,37,6,9,15,0.7800000000000002,0.7599999999999998,47.96
K2FePtCl6,2,1.724,7.87,21.5,0.01926,579.4,62.0,48.0,87.6,392,116,123,594,4.4,1.4,1.35,6.0,837.6,762.5,870.0,7507.200000000001,2,8,10,42,38,26,78,102,8,4,6,18,1.64,1.83,2.28,18.96,2,2,1,42,0,6,9,0,4.84,4.06,5.6,49.800000000000004,6.146,19.776,31.074740000000002,517.4,531.4,601.8,276,269,37,3.0000000000000004,3.0500000000000003,1.1500000000000004,75.10000000000002,32.39999999999998,5037.1,6,8,22,12,40,40,4,2,0,0.19000000000000017,0.6399999999999999,13.21,0,1,37,6,9,15,0.7800000000000002,0.7599999999999998,35.300000000000004
K2FeHgF6,2,1.724,7.87,13.5,0.010199999999999999,579.4,62.0,33.91,22.44,392,116,133,384,4.4,1.4,1.5,3.0,837.6,762.5,1007.1,10086.0,2,8,12,42,38,26,80,54,8,4,6,12,1.64,1.83,2.0,23.88,2,2,2,42,0,6,10,0,4.84,4.06,4.91,62.46,6.146,11.776,23.0838,517.4,545.49,652.8699999999999,276,259,257,3.0000000000000004,2.9000000000000004,4.300000000000001,75.10000000000002,169.5,7478.8,6,10,20,12,42,90,4,2,6,0.19000000000000017,0.3600000000000001,18.41,0,0,36,6,10,16,0.7800000000000002,0.07000000000000028,48.650000000000006
K2FeHgCl6,2,1.724,7.87,13.5,0.01926,579.4,62.0,33.91,87.6,392,116,133,594,4.4,1.4,1.5,6.0,837.6,762.5,1007.1,7507.200000000001,2,8,12,42,38,26,80,102,8,4,6,18,1.64,1.83,2.0,18.96,2,2,2,42,0,6,10,0,4.84,4.06,4.91,49.800000000000004,6.146,11.776,23.074740000000002,517.4,545.49,587.7099999999999,276,259,47,3.0000000000000004,2.9000000000000004,1.3000000000000007,75.10000000000002,169.5,4900.000000000001,6,10,20,12,42,42,4,2,0,0.19000000000000017,0.3600000000000001,13.490000000000002,0,0,36,6,10,16,0.7800000000000002,0.07000000000000028,35.99000000000001
K2FePbF6,2,1.724,7.87,11.3,0.010199999999999999,579.4,62.0,47.0,22.44,392,116,144,384,4.4,1.4,1.8,3.0,837.6,762.5,715.6,10086.0,2,8,4,42,38,26,82,54,8,4,6,12,1.64,1.83,2.33,23.88,2,2,4,42,0,6,10,0,4.84,4.06,3.9,62.46,6.146,9.576,20.883799999999997,517.4,532.4,665.9599999999999,276,248,268,3.0000000000000004,2.6000000000000005,4.6000000000000005,75.10000000000002,122.0,7770.3,6,2,28,12,44,92,4,2,6,0.19000000000000017,0.6900000000000002,18.08,0,2,34,6,10,16,0.7800000000000002,0.94,49.660000000000004
K2FePbCl6,2,1.724,7.87,11.3,0.01926,579.4,62.0,47.0,87.6,392,116,144,594,4.4,1.4,1.8,6.0,837.6,762.5,715.6,7507.200000000001,2,8,4,42,38,26,82,102,8,4,6,18,1.64,1.83,2.33,18.96,2,2,4,42,0,6,10,0,4.84,4.06,3.9,49.800000000000004,6.146,9.576,20.87474,517.4,532.4,600.8,276,248,58,3.0000000000000004,2.6000000000000005,1.6000000000000005,75.10000000000002,122.0,5191.500000000001,6,2,28,12,44,44,4,2,0,0.19000000000000017,0.6900000000000002,13.16,0,2,34,6,10,16,0.7800000000000002,0.94,37.00000000000001
K2FeLaF6,2,1.724,7.87,6.15,0.010199999999999999,579.4,62.0,215.0,22.44,392,116,180,384,4.4,1.4,1.95,3.0,837.6,762.5,538.1,10086.0,2,8,3,42,38,26,57,54,8,4,6,12,1.64,1.83,1.1,23.88,2,2,2,42,0,6,1,0,4.84,4.06,3.1,62.46,6.146,4.426,15.7338,517.4,364.4,833.9599999999999,276,212,304,3.0000000000000004,2.45,4.750000000000001,75.10000000000002,299.5,7947.8,6,1,29,12,19,67,4,2,6,0.19000000000000017,0.5399999999999998,19.31,0,0,36,6,1,7,0.7800000000000002,1.7399999999999998,50.46
K2FeCeF6,2,1.724,7.87,6.77,0.010199999999999999,579.4,62.0,205.0,22.44,392,116,163,384,4.4,1.4,1.85,3.0,837.6,762.5,534.4,10086.0,2,8,3,42,38,26,58,54,8,4,6,12,1.64,1.83,1.12,23.88,2,2,2,42,0,6,1,0,4.84,4.06,3.1,62.46,6.146,5.045999999999999,16.353799999999996,517.4,374.4,823.9599999999999,276,229,287,3.0000000000000004,2.5500000000000003,4.65,75.10000000000002,303.20000000000005,7951.5,6,1,29,12,20,68,4,2,6,0.19000000000000017,0.5199999999999998,19.29,0,0,36,6,1,7,0.7800000000000002,1.7399999999999998,50.46
K2FePrF6,2,1.724,7.87,6.77,0.010199999999999999,579.4,62.0,216.0,22.44,392,116,176,384,4.4,1.4,1.85,3.0,837.6,762.5,527.0,10086.0,2,8,3,42,38,26,59,54,8,4,6,12,1.64,1.83,1.13,23.88,2,2,2,42,0,6,0,0,4.84,4.06,3.1,62.46,6.146,5.045999999999999,16.353799999999996,517.4,363.4,834.9599999999999,276,216,300,3.0000000000000004,2.5500000000000003,4.65,75.10000000000002,310.6,7958.9,6,1,29,12,21,69,4,2,6,0.19000000000000017,0.51,19.28,0,0,36,6,0,6,0.7800000000000002,1.7399999999999998,50.46
K2FePrCl6,2,1.724,7.87,6.77,0.01926,579.4,62.0,216.0,87.6,392,116,176,594,4.4,1.4,1.85,6.0,837.6,762.5,527.0,7507.200000000001,2,8,3,42,38,26,59,102,8,4,6,18,1.64,1.83,1.13,18.96,2,2,2,42,0,6,0,0,4.84,4.06,3.1,49.800000000000004,6.146,5.045999999999999,16.344739999999998,517.4,363.4,769.8,276,216,90,3.0000000000000004,2.5500000000000003,1.6500000000000004,75.10000000000002,310.6,5380.1,6,1,29,12,21,21,4,2,0,0.19000000000000017,0.51,14.360000000000001,0,0,36,6,0,6,0.7800000000000002,1.7399999999999998,37.800000000000004
K2FeSmF6,2,1.724,7.87,7.52,0.010199999999999999,579.4,62.0,192.0,22.44,392,116,172,384,4.4,1.4,1.85,3.0,837.6,762.5,544.5,10086.0,2,8,3,42,38,26,62,54,8,4,6,12,1.64,1.83,1.17,23.88,2,2,2,42,0,6,0,0,4.84,4.06,3.1,62.46,6.146,5.795999999999999,17.103799999999996,517.4,387.4,810.9599999999999,276,220,296,3.0000000000000004,2.5500000000000003,4.65,75.10000000000002,293.1,7941.4,6,1,29,12,24,72,4,2,6,0.19000000000000017,0.47,19.24,0,0,36,6,0,6,0.7800000000000002,1.7399999999999998,50.46
K2FeSmCl6,2,1.724,7.87,7.52,0.01926,579.4,62.0,192.0,87.6,392,116,172,594,4.4,1.4,1.85,6.0,837.6,762.5,544.5,7507.200000000001,2,8,3,42,38,26,62,102,8,4,6,18,1.64,1.83,1.17,18.96,2,2,2,42,0,6,0,0,4.84,4.06,3.1,49.800000000000004,6.146,5.795999999999999,17.094739999999998,517.4,387.4,745.8,276,220,86,3.0000000000000004,2.5500000000000003,1.6500000000000004,75.10000000000002,293.1,5362.6,6,1,29,12,24,24,4,2,0,0.19000000000000017,0.47,14.32,0,0,36,6,0,6,0.7800000000000002,1.7399999999999998,37.800000000000004
K2FeEuF6,2,1.724,7.87,5.24,0.010199999999999999,579.4,62.0,184.0,22.44,392,116,168,384,4.4,1.4,1.85,3.0,837.6,762.5,547.1,10086.0,2,8,3,42,38,26,63,54,8,4,6,12,1.64,1.83,1.2,23.88,2,2,2,42,0,6,0,0,4.84,4.06,3.1,62.46,6.146,3.516,14.8238,517.4,395.4,802.9599999999999,276,224,292,3.0000000000000004,2.5500000000000003,4.65,75.10000000000002,290.5,7938.8,6,1,29,12,25,73,4,2,6,0.19000000000000017,0.43999999999999995,19.21,0,0,36,6,0,6,0.7800000000000002,1.7399999999999998,50.46
K2FeEuCl6,2,1.724,7.87,5.24,0.01926,579.4,62.0,184.0,87.6,392,116,168,594,4.4,1.4,1.85,6.0,837.6,762.5,547.1,7507.200000000001,2,8,3,42,38,26,63,102,8,4,6,18,1.64,1.83,1.2,18.96,2,2,2,42,0,6,0,0,4.84,4.06,3.1,49.800000000000004,6.146,3.516,14.81474,517.4,395.4,737.8,276,224,82,3.0000000000000004,2.5500000000000003,1.6500000000000004,75.10000000000002,290.5,5360.000000000001,6,1,29,12,25,25,4,2,0,0.19000000000000017,0.43999999999999995,14.290000000000001,0,0,36,6,0,6,0.7800000000000002,1.7399999999999998,37.800000000000004
K2FeDyF6,2,1.724,7.87,8.55,0.010199999999999999,579.4,62.0,163.0,22.44,392,116,167,384,4.4,1.4,1.75,3.0,837.6,762.5,573.0,10086.0,2,8,3,42,38,26,66,54,8,4,6,12,1.64,1.83,1.22,23.88,2,2,2,42,0,6,0,0,4.84,4.06,3.1,62.46,6.146,6.8260000000000005,18.133799999999997,517.4,416.4,781.9599999999999,276,225,291,3.0000000000000004,2.6500000000000004,4.550000000000001,75.10000000000002,264.6,7912.9,6,1,29,12,28,76,4,2,6,0.19000000000000017,0.41999999999999993,19.189999999999998,0,0,36,6,0,6,0.7800000000000002,1.7399999999999998,50.46
K2FeDyCl6,2,1.724,7.87,8.55,0.01926,579.4,62.0,163.0,87.6,392,116,167,594,4.4,1.4,1.75,6.0,837.6,762.5,573.0,7507.200000000001,2,8,3,42,38,26,66,102,8,4,6,18,1.64,1.83,1.22,18.96,2,2,2,42,0,6,0,0,4.84,4.06,3.1,49.800000000000004,6.146,6.8260000000000005,18.12474,517.4,416.4,716.8,276,225,81,3.0000000000000004,2.6500000000000004,1.5500000000000007,75.10000000000002,264.6,5334.1,6,1,29,12,28,28,4,2,0,0.19000000000000017,0.41999999999999993,14.270000000000001,0,0,36,6,0,6,0.7800000000000002,1.7399999999999998,37.800000000000004
K2FeTmF6,2,1.724,7.87,9.32,0.010199999999999999,579.4,62.0,144.0,22.44,392,116,164,384,4.4,1.4,1.75,3.0,837.6,762.5,596.7,10086.0,2,8,3,42,38,26,69,54,8,4,6,12,1.64,1.83,1.25,23.88,2,2,2,42,0,6,0,0,4.84,4.06,3.1,62.46,6.146,7.596,18.9038,517.4,435.4,762.9599999999999,276,228,288,3.0000000000000004,2.6500000000000004,4.550000000000001,75.10000000000002,240.89999999999998,7889.2,6,1,29,12,31,79,4,2,6,0.19000000000000017,0.3899999999999999,19.16,0,0,36,6,0,6,0.7800000000000002,1.7399999999999998,50.46
K2FeTmCl6,2,1.724,7.87,9.32,0.01926,579.4,62.0,144.0,87.6,392,116,164,594,4.4,1.4,1.75,6.0,837.6,762.5,596.7,7507.200000000001,2,8,3,42,38,26,69,102,8,4,6,18,1.64,1.83,1.25,18.96,2,2,2,42,0,6,0,0,4.84,4.06,3.1,49.800000000000004,6.146,7.596,18.894740000000002,517.4,435.4,697.8,276,228,78,3.0000000000000004,2.6500000000000004,1.5500000000000007,75.10000000000002,240.89999999999998,5310.400000000001,6,1,29,12,31,31,4,2,0,0.19000000000000017,0.3899999999999999,14.240000000000002,0,0,36,6,0,6,0.7800000000000002,1.7399999999999998,37.800000000000004
K2FeYbF6,2,1.724,7.87,6.97,0.010199999999999999,579.4,62.0,139.0,22.44,392,116,170,384,4.4,1.4,1.75,3.0,837.6,762.5,603.4,10086.0,2,8,3,42,38,26,70,54,8,4,6,12,1.64,1.83,1.1,23.88,2,2,2,42,0,6,0,0,4.84,4.06,3.1,62.46,6.146,5.2459999999999996,16.5538,517.4,440.4,757.9599999999999,276,222,294,3.0000000000000004,2.6500000000000004,4.550000000000001,75.10000000000002,234.20000000000005,7882.5,6,1,29,12,32,80,4,2,6,0.19000000000000017,0.5399999999999998,19.31,0,0,36,6,0,6,0.7800000000000002,1.7399999999999998,50.46
K2FeYbCl6,2,1.724,7.87,6.97,0.01926,579.4,62.0,139.0,87.6,392,116,170,594,4.4,1.4,1.75,6.0,837.6,762.5,603.4,7507.200000000001,2,8,3,42,38,26,70,102,8,4,6,18,1.64,1.83,1.1,18.96,2,2,2,42,0,6,0,0,4.84,4.06,3.1,49.800000000000004,6.146,5.2459999999999996,16.54474,517.4,440.4,692.8,276,222,84,3.0000000000000004,2.6500000000000004,1.5500000000000007,75.10000000000002,234.20000000000005,5303.700000000001,6,1,29,12,32,32,4,2,0,0.19000000000000017,0.5399999999999998,14.39,0,0,36,6,0,6,0.7800000000000002,1.7399999999999998,37.800000000000004
K2CoNiF6,2,1.724,8.86,8.91,0.010199999999999999,579.4,55.0,49.0,22.44,392,111,110,384,4.4,1.35,1.35,3.0,837.6,760.4,737.1,10086.0,2,9,10,42,38,27,28,54,8,4,4,12,1.64,1.88,1.91,23.88,2,2,2,42,0,7,8,0,4.84,4.3,4.4,62.46,7.135999999999999,7.186,19.4838,524.4,530.4,660.9599999999999,281,282,229,3.0500000000000003,3.0500000000000003,4.1,77.20000000000005,100.5,7750.9,7,8,21,11,10,39,4,4,4,0.24,0.27,18.45,0,0,36,7,8,15,0.54,0.4399999999999995,48.92
K2CoCuF6,2,1.724,8.86,8.96,0.010199999999999999,579.4,55.0,46.5,22.44,392,111,112,384,4.4,1.35,1.35,3.0,837.6,760.4,745.5,10086.0,2,9,11,42,38,27,29,54,8,4,4,12,1.64,1.88,1.9,23.88,2,2,1,42,0,7,10,0,4.84,4.3,4.48,62.46,7.135999999999999,7.236000000000001,19.5338,524.4,532.9,658.4599999999999,281,280,231,3.0500000000000003,3.0500000000000003,4.1,77.20000000000005,92.10000000000002,7742.5,7,9,20,11,9,40,4,4,4,0.24,0.26,18.46,0,1,37,7,10,17,0.54,0.35999999999999943,48.84
K2CoZnF6,2,1.724,8.86,7.13,0.010199999999999999,579.4,55.0,38.67,22.44,392,111,118,384,4.4,1.35,1.35,3.0,837.6,760.4,906.4,10086.0,2,9,12,42,38,27,30,54,8,4,4,12,1.64,1.88,1.65,23.88,2,2,2,42,0,7,10,0,4.84,4.3,4.45,62.46,7.135999999999999,5.406,17.703799999999998,524.4,540.73,650.6299999999999,281,274,237,3.0500000000000003,3.0500000000000003,4.1,77.20000000000005,68.79999999999995,7581.6,7,10,19,11,8,41,4,4,4,0.24,0.010000000000000009,18.71,0,0,36,7,10,17,0.54,0.3899999999999997,48.870000000000005
K2CoGeF6,2,1.724,8.86,5.32,0.010199999999999999,579.4,55.0,40.0,22.44,392,111,121,384,4.4,1.35,1.25,3.0,837.6,760.4,762.0,10086.0,2,9,4,42,38,27,32,54,8,4,4,12,1.64,1.88,2.01,23.88,2,2,4,42,0,7,0,0,4.84,4.3,4.6,62.46,7.135999999999999,3.596,15.8938,524.4,539.4,651.9599999999999,281,271,240,3.0500000000000003,3.1500000000000004,4.0,77.20000000000005,75.60000000000002,7726.0,7,2,27,11,6,43,4,4,4,0.24,0.3699999999999999,18.35,0,2,34,7,0,7,0.54,0.2400000000000002,48.72
K2CoSrF6,2,1.724,8.86,2.64,0.010199999999999999,579.4,55.0,197.2,22.44,392,111,185,384,4.4,1.35,2.0,3.0,837.6,760.4,549.5,10086.0,2,9,2,42,38,27,38,54,8,4,5,12,1.64,1.88,0.95,23.88,2,2,2,42,0,7,0,0,4.84,4.3,2.0,62.46,7.135999999999999,0.9160000000000001,13.2138,524.4,382.2,809.1599999999999,281,207,304,3.0500000000000003,2.4000000000000004,4.75,77.20000000000005,288.1,7938.5,7,0,29,11,0,49,4,3,5,0.24,0.69,19.41,0,0,36,7,0,7,0.54,2.84,51.32
K2CoSrCl6,2,1.724,8.86,2.64,0.01926,579.4,55.0,197.2,87.6,392,111,185,594,4.4,1.35,2.0,6.0,837.6,760.4,549.5,7507.200000000001,2,9,2,42,38,27,38,102,8,4,5,18,1.64,1.88,0.95,18.96,2,2,2,42,0,7,0,0,4.84,4.3,2.0,49.800000000000004,7.135999999999999,0.9160000000000001,13.204740000000001,524.4,382.2,743.9999999999999,281,207,94,3.0500000000000003,2.4000000000000004,1.75,77.20000000000005,288.1,5359.700000000001,7,0,29,11,0,1,4,3,1,0.24,0.69,14.490000000000002,0,0,36,7,0,7,0.54,2.84,38.660000000000004
K2CoYF6,2,1.724,8.86,4.47,0.010199999999999999,579.4,55.0,162.0,22.44,392,111,163,384,4.4,1.35,1.8,3.0,837.6,760.4,600.0,10086.0,2,9,3,42,38,27,39,54,8,4,5,12,1.64,1.88,1.22,23.88,2,2,2,42,0,7,1,0,4.84,4.3,3.19,62.46,7.135999999999999,2.7459999999999996,15.0438,524.4,417.4,773.9599999999999,281,229,282,3.0500000000000003,2.6000000000000005,4.55,77.20000000000005,237.60000000000002,7888.0,7,1,28,11,1,50,4,3,5,0.24,0.41999999999999993,19.14,0,0,36,7,1,8,0.54,1.65,50.13
K2CoYCl6,2,1.724,8.86,4.47,0.01926,579.4,55.0,162.0,87.6,392,111,163,594,4.4,1.35,1.8,6.0,837.6,760.4,600.0,7507.200000000001,2,9,3,42,38,27,39,102,8,4,5,18,1.64,1.88,1.22,18.96,2,2,2,42,0,7,1,0,4.84,4.3,3.19,49.800000000000004,7.135999999999999,2.7459999999999996,15.03474,524.4,417.4,708.8,281,229,72,3.0500000000000003,2.6000000000000005,1.5499999999999998,77.20000000000005,237.60000000000002,5309.200000000001,7,1,28,11,1,2,4,3,1,0.24,0.41999999999999993,14.220000000000002,0,0,36,7,1,8,0.54,1.65,37.470000000000006
K2CoNbF6,2,1.724,8.86,8.57,0.010199999999999999,579.4,55.0,98.0,22.44,392,111,147,384,4.4,1.35,1.45,3.0,837.6,760.4,652.1,10086.0,2,9,5,42,38,27,41,54,8,4,5,12,1.64,1.88,1.6,23.88,2,2,1,42,0,7,4,0,4.84,4.3,4.0,62.46,7.135999999999999,6.846,19.1438,524.4,481.4,709.9599999999999,281,245,266,3.0500000000000003,2.95,4.2,77.20000000000005,185.5,7835.9,7,3,26,11,3,52,4,3,5,0.24,0.039999999999999813,18.759999999999998,0,1,37,7,4,11,0.54,0.8399999999999999,49.32
K2CoNbCl6,2,1.724,8.86,8.57,0.01926,579.4,55.0,98.0,87.6,392,111,147,594,4.4,1.35,1.45,6.0,837.6,760.4,652.1,7507.200000000001,2,9,5,42,38,27,41,102,8,4,5,18,1.64,1.88,1.6,18.96,2,2,1,42,0,7,4,0,4.84,4.3,4.0,49.800000000000004,7.135999999999999,6.846,19.13474,524.4,481.4,644.8,281,245,56,3.0500000000000003,2.95,1.2000000000000002,77.20000000000005,185.5,5257.1,7,3,26,11,3,4,4,3,1,0.24,0.039999999999999813,13.840000000000002,0,1,37,7,4,11,0.54,0.8399999999999999,36.660000000000004
K2CoPdF6,2,1.724,8.86,12.0,0.010199999999999999,579.4,55.0,26.14,22.44,392,111,120,384,4.4,1.35,1.4,3.0,837.6,760.4,804.4,10086.0,2,9,10,42,38,27,46,54,8,4,5,12,1.64,1.88,2.2,23.88,2,2,0,42,0,7,10,0,4.84,4.3,4.45,62.46,7.135999999999999,10.276,22.5738,524.4,553.26,638.0999999999999,281,272,239,3.0500000000000003,3.0000000000000004,4.15,77.20000000000005,33.200000000000045,7683.6,7,8,21,11,8,57,4,3,5,0.24,0.5600000000000003,18.16,0,2,38,7,10,17,0.54,0.3899999999999997,48.870000000000005
K2CoPdCl6,2,1.724,8.86,12.0,0.01926,579.4,55.0,26.14,87.6,392,111,120,594,4.4,1.35,1.4,6.0,837.6,760.4,804.4,7507.200000000001,2,9,10,42,38,27,46,102,8,4,5,18,1.64,1.88,2.2,18.96,2,2,0,42,0,7,10,0,4.84,4.3,4.45,49.800000000000004,7.135999999999999,10.276,22.56474,524.4,553.26,572.9399999999999,281,272,29,3.0500000000000003,3.0000000000000004,1.1500000000000004,77.20000000000005,33.200000000000045,5104.800000000001,7,8,21,11,8,9,4,3,1,0.24,0.5600000000000003,13.240000000000002,0,2,38,7,10,17,0.54,0.3899999999999997,36.21000000000001
K2CoAgF6,2,1.724,8.86,10.5,0.010199999999999999,579.4,55.0,55.0,22.44,392,111,128,384,4.4,1.35,1.6,3.0,837.6,760.4,731.0,10086.0,2,9,11,42,38,27,47,54,8,4,5,12,1.64,1.88,1.93,23.88,2,2,1,42,0,7,10,0,4.84,4.3,4.44,62.46,7.135999999999999,8.776,21.0738,524.4,524.4,666.9599999999999,281,264,247,3.0500000000000003,2.8000000000000003,4.35,77.20000000000005,106.60000000000002,7757.0,7,9,20,11,9,58,4,3,5,0.24,0.29000000000000004,18.43,0,1,37,7,10,17,0.54,0.39999999999999947,48.879999999999995
K2CoAgCl6,2,1.724,8.86,10.5,0.01926,579.4,55.0,55.0,87.6,392,111,128,594,4.4,1.35,1.6,6.0,837.6,760.4,731.0,7507.200000000001,2,9,11,42,38,27,47,102,8,4,5,18,1.64,1.88,1.93,18.96,2,2,1,42,0,7,10,0,4.84,4.3,4.44,49.800000000000004,7.135999999999999,8.776,21.06474,524.4,524.4,601.8,281,264,37,3.0500000000000003,2.8000000000000003,1.3499999999999996,77.20000000000005,106.60000000000002,5178.200000000001,7,9,20,11,9,10,4,3,1,0.24,0.29000000000000004,13.510000000000002,0,1,37,7,10,17,0.54,0.39999999999999947,36.22
K2CoCdF6,2,1.724,8.86,8.69,0.010199999999999999,579.4,55.0,46.0,22.44,392,111,136,384,4.4,1.35,1.55,3.0,837.6,760.4,867.8,10086.0,2,9,12,42,38,27,48,54,8,4,5,12,1.64,1.88,1.69,23.88,2,2,2,42,0,7,10,0,4.84,4.3,4.33,62.46,7.135999999999999,6.965999999999999,19.2638,524.4,533.4,657.9599999999999,281,256,255,3.0500000000000003,2.8500000000000005,4.3,77.20000000000005,30.199999999999932,7620.2,7,10,19,11,10,59,4,3,5,0.24,0.050000000000000044,18.67,0,0,36,7,10,17,0.54,0.5099999999999998,48.99
K2CoCdCl6,2,1.724,8.86,8.69,0.01926,579.4,55.0,46.0,87.6,392,111,136,594,4.4,1.35,1.55,6.0,837.6,760.4,867.8,7507.200000000001,2,9,12,42,38,27,48,102,8,4,5,18,1.64,1.88,1.69,18.96,2,2,2,42,0,7,10,0,4.84,4.3,4.33,49.800000000000004,7.135999999999999,6.965999999999999,19.25474,524.4,533.4,592.8,281,256,45,3.0500000000000003,2.8500000000000005,1.2999999999999998,77.20000000000005,30.199999999999932,5041.400000000001,7,10,19,11,10,11,4,3,1,0.24,0.050000000000000044,13.750000000000002,0,0,36,7,10,17,0.54,0.5099999999999998,36.330000000000005
K2CoInF6,2,1.724,8.86,7.31,0.010199999999999999,579.4,55.0,65.0,22.44,392,111,142,384,4.4,1.35,1.55,3.0,837.6,760.4,558.3,10086.0,2,9,3,42,38,27,49,54,8,4,5,12,1.64,1.88,1.78,23.88,2,2,3,42,0,7,10,0,4.84,4.3,3.1,62.46,7.135999999999999,5.585999999999999,17.883799999999997,524.4,514.4,676.9599999999999,281,250,261,3.0500000000000003,2.8500000000000005,4.3,77.20000000000005,279.30000000000007,7929.7,7,1,28,11,11,60,4,3,5,0.24,0.14000000000000012,18.58,0,1,35,7,10,17,0.54,1.7399999999999998,50.22
K2CoInCl6,2,1.724,8.86,7.31,0.01926,579.4,55.0,65.0,87.6,392,111,142,594,4.4,1.35,1.55,6.0,837.6,760.4,558.3,7507.200000000001,2,9,3,42,38,27,49,102,8,4,5,18,1.64,1.88,1.78,18.96,2,2,3,42,0,7,10,0,4.84,4.3,3.1,49.800000000000004,7.135999999999999,5.585999999999999,17.87474,524.4,514.4,611.8,281,250,51,3.0500000000000003,2.8500000000000005,1.2999999999999998,77.20000000000005,279.30000000000007,5350.900000000001,7,1,28,11,11,12,4,3,1,0.24,0.14000000000000012,13.66,0,1,35,7,10,17,0.54,1.7399999999999998,37.56
