formula,A,B,C,X,Ra,Rb,Rc,RB,Rx,Tf,number
Na2FeCuBr6,Na,Fe,Cu,Br,1.392,0.784,0.726,0.755,1.955,4.60308756363229,2
Na2FeCuI6,Na,Fe,Cu,I,1.392,0.784,0.726,0.755,2.194,4.919643855023018,2
Na2FeZnF6,Na,Fe,Zn,F,1.392,0.784,0.743,0.7635000000000001,1.331,3.7789720465430756,2
Na2FeZnCl6,Na,Fe,Zn,Cl,1.392,0.784,0.743,0.7635000000000001,1.806,4.401106951585643,2
Na2FeZnBr6,Na,Fe,Zn,Br,1.392,0.784,0.743,0.7635000000000001,1.955,4.596260848114785,2
Na2FeZnI6,Na,Fe,Zn,I,1.392,0.784,0.743,0.7635000000000001,2.194,4.909292937178307,2
Na2FeGeF6,Na,Fe,Ge,F,1.392,0.784,0.73,0.757,1.331,3.7770317197242544,2
Na2FeGeCl6,Na,Fe,Ge,Cl,1.392,0.784,0.73,0.757,1.806,4.404508602154902,2
Na2FeGeBr6,Na,Fe,Ge,Br,1.392,0.784,0.73,0.757,1.955,4.601338192643674,2
Na2FeGeI6,Na,Fe,Ge,I,1.392,0.784,0.73,0.757,2.194,4.9170581398035145,2
Na2FeSrF6,Na,Fe,Sr,F,1.392,0.784,1.179,0.9815,1.331,4.414980608450016,2
Na2FeSrCl6,Na,Fe,Sr,Cl,1.392,0.784,1.179,0.9815,1.806,4.898933741409772,2
Na2FeSrBr6,Na,Fe,Sr,Br,1.392,0.784,1.179,0.9815,1.955,5.05074219785399,2
Na2FeSrI6,Na,Fe,Sr,I,1.392,0.784,1.179,0.9815,2.194,5.294247037385319,2
Na2FeYF6,Na,Fe,Y,F,1.392,0.784,1.113,0.9485,1.331,4.2289273593483045,2
Na2FeYCl6,Na,Fe,Y,Cl,1.392,0.784,1.113,0.9485,1.806,4.7297180815412405,2
Na2FeYBr6,Na,Fe,Y,Br,1.392,0.784,1.113,0.9485,1.955,4.886808223871235,2
Na2FeYI6,Na,Fe,Y,I,1.392,0.784,1.113,0.9485,2.194,5.138785029353576,2
Na2FeNbF6,Na,Fe,Nb,F,1.392,0.784,0.927,0.8555,1.331,3.8982202456390103,2
Na2FeNbCl6,Na,Fe,Nb,Cl,1.392,0.784,0.927,0.8555,1.806,4.453451104785708,2
Na2FeNbBr6,Na,Fe,Nb,Br,1.392,0.784,0.927,0.8555,1.955,4.627618258496988,2
Na2FeNbI6,Na,Fe,Nb,I,1.392,0.784,0.927,0.8555,2.194,4.906987048678168,2
Na2FePdF6,Na,Fe,Pd,F,1.392,0.784,0.866,0.825,1.331,3.8387765188712426,2
Na2FePdCl6,Na,Fe,Pd,Cl,1.392,0.784,0.866,0.825,1.806,4.414534094628818,2
Na2FePdBr6,Na,Fe,Pd,Br,1.392,0.784,0.866,0.825,1.955,4.59514015523488,2
Na2FePdI6,Na,Fe,Pd,I,1.392,0.784,0.866,0.825,2.194,4.884837124931849,2
Na2FeAgF6,Na,Fe,Ag,F,1.392,0.784,0.936,0.8600000000000001,1.331,3.9088125707826817,2
Na2FeAgCl6,Na,Fe,Ag,Cl,1.392,0.784,0.936,0.8600000000000001,1.806,4.46113815217803,2
Na2FeAgBr6,Na,Fe,Ag,Br,1.392,0.784,0.936,0.8600000000000001,1.955,4.634393966131519,2
Na2FeAgI6,Na,Fe,Ag,I,1.392,0.784,0.936,0.8600000000000001,2.194,4.912300942875705,2
Na2FeCdF6,Na,Fe,Cd,F,1.392,0.784,0.951,0.8674999999999999,1.331,3.9275574422745,2
Na2FeCdCl6,Na,Fe,Cd,Cl,1.392,0.784,0.951,0.8674999999999999,1.806,4.475107874551156,2
Na2FeCdBr6,Na,Fe,Cd,Br,1.392,0.784,0.951,0.8674999999999999,1.955,4.646865799623203,2
Na2FeCdI6,Na,Fe,Cd,I,1.392,0.784,0.951,0.8674999999999999,2.194,4.922370122389774,2
Na2FeInF6,Na,Fe,In,F,1.392,0.784,0.989,0.8865000000000001,1.331,3.9813862739885972,2
Na2FeInCl6,Na,Fe,In,Cl,1.392,0.784,0.989,0.8865000000000001,1.806,4.517201276808676,2
Na2FeInBr6,Na,Fe,In,Br,1.392,0.784,0.989,0.8865000000000001,1.955,4.685277982956448,2
Na2FeInI6,Na,Fe,In,I,1.392,0.784,0.989,0.8865000000000001,2.194,4.954877531743814,2
Na2FeSnF6,Na,Fe,Sn,F,1.392,0.784,1.02,0.902,1.331,4.032420385293002,2
Na2FeSnCl6,Na,Fe,Sn,Cl,1.392,0.784,1.02,0.902,1.806,4.559027924095663,2
Na2FeSnBr6,Na,Fe,Sn,Br,1.392,0.784,1.02,0.902,1.955,4.724216394162182,2
Na2FeSnI6,Na,Fe,Sn,I,1.392,0.784,1.02,0.902,2.194,4.989183134738678,2
Na2FeBaF6,Na,Fe,Ba,F,1.392,0.784,1.34,1.062,1.331,5.097325010292515,2
Na2FeBaCl6,Na,Fe,Ba,Cl,1.392,0.784,1.34,1.062,1.806,5.544594313494022,2
Na2FeBaBr6,Na,Fe,Ba,Br,1.392,0.784,1.34,1.062,1.955,5.684895631761441,2
Na2FeBaI6,Na,Fe,Ba,I,1.392,0.784,1.34,1.062,2.194,5.909942712740726,2
Na2FePtF6,Na,Fe,Pt,F,1.392,0.784,0.984,0.884,1.331,3.97376773425715,2
Na2FePtCl6,Na,Fe,Pt,Cl,1.392,0.784,0.984,0.884,1.806,4.511098050999231,2
Na2FePtBr6,Na,Fe,Pt,Br,1.392,0.784,0.984,0.884,1.955,4.679650087198326,2
Na2FePtI6,Na,Fe,Pt,I,1.392,0.784,0.984,0.884,2.194,4.950012078148553,2
Na2FeHgF6,Na,Fe,Hg,F,1.392,0.784,1.03,0.907,1.331,4.050326009365191,2
Na2FeHgCl6,Na,Fe,Hg,Cl,1.392,0.784,1.03,0.907,1.806,4.574030529762104,2
Na2FeHgBr6,Na,Fe,Hg,Br,1.392,0.784,1.03,0.907,1.955,4.738308368791873,2
Na2FeHgI6,Na,Fe,Hg,I,1.392,0.784,1.03,0.907,2.194,5.00181443273895,2
Na2FePbF6,Na,Fe,Pb,F,1.392,0.784,1.18,0.982,1.331,4.418145207241232,2
Na2FePbCl6,Na,Fe,Pb,Cl,1.392,0.784,1.18,0.982,1.806,4.901851928218829,2
Na2FePbBr6,Na,Fe,Pb,Br,1.392,0.784,1.18,0.982,1.955,5.05358308911496,2
Na2FePbI6,Na,Fe,Pb,I,1.392,0.784,1.18,0.982,2.194,5.2969639445121075,2
Na2FeLaF6,Na,Fe,La,F,1.392,0.784,1.31,1.0470000000000002,1.331,4.939277657010011,2
Na2FeLaCl6,Na,Fe,La,Cl,1.392,0.784,1.31,1.0470000000000002,1.806,5.392954829884892,2
Na2FeLaBr6,Na,Fe,La,Br,1.392,0.784,1.31,1.0470000000000002,1.955,5.53526619569196,2
Na2FeLaI6,Na,Fe,La,I,1.392,0.784,1.31,1.0470000000000002,2.194,5.763537446885847,2
Na2FeCeF6,Na,Fe,Ce,F,1.392,0.784,1.287,1.0354999999999999,1.331,4.8290421721168375,2
Na2FeCeCl6,Na,Fe,Ce,Cl,1.392,0.784,1.287,1.0354999999999999,1.806,5.287757768447113,2
Na2FeCeBr6,Na,Fe,Ce,Br,1.392,0.784,1.287,1.0354999999999999,1.955,5.431649608138083,2
Na2FeCeI6,Na,Fe,Ce,I,1.392,0.784,1.287,1.0354999999999999,2.194,5.662455981870579,2
Na2FePrF6,Na,Fe,Pr,F,1.392,0.784,1.26,1.022,1.331,4.710513641472698,2
Na2FePrCl6,Na,Fe,Pr,Cl,1.392,0.784,1.26,1.022,1.806,5.175288592549018,2
Na2FePrBr6,Na,Fe,Pr,Br,1.392,0.784,1.26,1.022,1.955,5.321081156149801,2
Na2FePrI6,Na,Fe,Pr,I,1.392,0.784,1.26,1.022,2.194,5.554936342059781,2
Na2FeSmF6,Na,Fe,Sm,F,1.392,0.784,1.19,0.987,1.331,4.450405277170144,2
Na2FeSmCl6,Na,Fe,Sm,Cl,1.392,0.784,1.19,0.987,1.806,4.931661609490305,2
Na2FeSmBr6,Na,Fe,Sm,Br,1.392,0.784,1.19,0.987,1.955,5.082624122154946,2
Na2FeSmI6,Na,Fe,Sm,I,1.392,0.784,1.19,0.987,2.194,5.324772045153933,2
Na2FeEuF6,Na,Fe,Eu,F,1.392,0.784,1.16,0.972,1.331,4.356908063153657,2
Na2FeEuCl6,Na,Fe,Eu,Cl,1.392,0.784,1.16,0.972,1.806,4.845591190725673,2
Na2FeEuBr6,Na,Fe,Eu,Br,1.392,0.784,1.16,0.972,1.955,4.998883371795632,2
Na2FeEuI6,Na,Fe,Eu,I,1.392,0.784,1.16,0.972,2.194,5.244768145458184,2
Na2FeDyF6,Na,Fe,Dy,F,1.392,0.784,1.07,0.927,1.331,4.129438760698439,2
Na2FeDyCl6,Na,Fe,Dy,Cl,1.392,0.784,1.07,0.927,1.806,4.641844370191427,2
Na2FeDyBr6,Na,Fe,Dy,Br,1.392,0.784,1.07,0.927,1.955,4.802577919274491,2
Na2FeDyI6,Na,Fe,Dy,I,1.392,0.784,1.07,0.927,2.194,5.06039884699833,2
Na2FeTmF6,Na,Fe,Tm,F,1.392,0.784,1.03,0.907,1.331,4.050326009365191,2
Na2FeTmCl6,Na,Fe,Tm,Cl,1.392,0.784,1.03,0.907,1.806,4.574030529762104,2
Na2FeTmBr6,Na,Fe,Tm,Br,1.392,0.784,1.03,0.907,1.955,4.738308368791873,2
Na2FeTmI6,Na,Fe,Tm,I,1.392,0.784,1.03,0.907,2.194,5.00181443273895,2
Na2FeYbF6,Na,Fe,Yb,F,1.392,0.784,1.02,0.902,1.331,4.032420385293002,2
Na2FeYbCl6,Na,Fe,Yb,Cl,1.392,0.784,1.02,0.902,1.806,4.559027924095663,2
Na2FeYbBr6,Na,Fe,Yb,Br,1.392,0.784,1.02,0.902,1.955,4.724216394162182,2
Na2FeYbI6,Na,Fe,Yb,I,1.392,0.784,1.02,0.902,2.194,4.989183134738678,2
Na2CoNiF6,Na,Co,Ni,F,1.392,0.742,0.695,0.7184999999999999,1.331,3.7819703621229213,2
Na2CoNiCl6,Na,Co,Ni,Cl,1.392,0.742,0.695,0.7184999999999999,1.806,4.443069874996965,2
Na2CoNiBr6,Na,Co,Ni,Br,1.392,0.742,0.695,0.7184999999999999,1.955,4.650446353772191,2
Na2CoNiI6,Na,Co,Ni,I,1.392,0.742,0.695,0.7184999999999999,2.194,4.983083792881446,2
Na2CoCuF6,Na,Co,Cu,F,1.392,0.742,0.726,0.734,1.331,3.776623188002689,2
Na2CoCuCl6,Na,Co,Cu,Cl,1.392,0.742,0.726,0.734,1.806,4.423762152580346,2
Na2CoCuBr6,Na,Co,Cu,Br,1.392,0.742,0.726,0.734,1.955,4.626759427784705,2
Na2CoCuI6,Na,Co,Cu,I,1.392,0.742,0.726,0.734,2.194,4.952372506803778,2
Na2CoZnF6,Na,Co,Zn,F,1.392,0.742,0.743,0.7424999999999999,1.331,3.7756079020391216,2
Na2CoZnCl6,Na,Co,Zn,Cl,1.392,0.742,0.743,0.7424999999999999,1.806,4.415338541769762,2
Na2CoZnBr6,Na,Co,Zn,Br,1.392,0.742,0.743,0.7424999999999999,1.955,4.616011942443162,2
Na2CoZnI6,Na,Co,Zn,I,1.392,0.742,0.743,0.7424999999999999,2.194,4.9378974643286835,2
Na2CoGeF6,Na,Co,Ge,F,1.392,0.742,0.73,0.736,1.331,3.776261840307697,2
Na2CoGeCl6,Na,Co,Ge,Cl,1.392,0.742,0.73,0.736,1.806,4.421642275090306,2
Na2CoGeBr6,Na,Co,Ge,Br,1.392,0.742,0.73,0.736,1.955,4.624087927264219,2
Na2CoGeI6,Na,Co,Ge,I,1.392,0.742,0.73,0.736,2.194,4.948816188133785,2
Na2CoSrF6,Na,Co,Sr,F,1.392,0.742,1.179,0.9605,1.331,4.291606634183548,2
Na2CoSrCl6,Na,Co,Sr,Cl,1.392,0.742,1.179,0.9605,1.806,4.7861407310081185,2
Na2CoSrBr6,Na,Co,Sr,Br,1.392,0.742,1.179,0.9605,1.955,4.941268268748878,2
Na2CoSrI6,Na,Co,Sr,I,1.392,0.742,1.179,0.9605,2.194,5.190097003782715,2
Na2CoYF6,Na,Co,Y,F,1.392,0.742,1.113,0.9275,1.331,4.131576558424285,2
Na2CoYCl6,Na,Co,Y,Cl,1.392,0.742,1.113,0.9275,1.806,4.643705938478194,2
Na2CoYBr6,Na,Co,Y,Br,1.392,0.742,1.113,0.9275,1.955,4.804352838747736,2
Na2CoYI6,Na,Co,Y,I,1.392,0.742,1.113,0.9275,2.194,5.062034779448544,2
Na2CoNbF6,Na,Co,Nb,F,1.392,0.742,0.927,0.8345,1.331,3.85504473500108,2
Na2CoNbCl6,Na,Co,Nb,Cl,1.392,0.742,0.927,0.8345,1.806,4.424247850639187,2
Na2CoNbBr6,Na,Co,Nb,Br,1.392,0.742,0.927,0.8345,1.955,4.602797880597246,2
Na2CoNbI6,Na,Co,Nb,I,1.392,0.742,0.927,0.8345,2.194,4.889196921939366,2
Na2CoPdF6,Na,Co,Pd,F,1.392,0.742,0.866,0.804,1.331,3.8096918806200906,2
Na2CoPdCl6,Na,Co,Pd,Cl,1.392,0.742,0.866,0.804,1.806,4.400487900520588,2
Na2CoPdBr6,Na,Co,Pd,Br,1.392,0.742,0.866,0.804,1.955,4.585811283605166,2
Na2CoPdI6,Na,Co,Pd,I,1.392,0.742,0.866,0.804,2.194,4.8830749651972045,2
Na2CoAgF6,Na,Co,Ag,F,1.392,0.742,0.936,0.839,1.331,3.863448610602622,2
Na2CoAgCl6,Na,Co,Ag,Cl,1.392,0.742,0.936,0.839,1.806,4.429598789386889,2
Na2CoAgBr6,Na,Co,Ag,Br,1.392,0.742,0.936,0.839,1.955,4.607191161258164,2
Na2CoAgI6,Na,Co,Ag,I,1.392,0.742,0.936,0.839,2.194,4.892054093320143,2
Na2CoCdF6,Na,Co,Cd,F,1.392,0.742,0.951,0.8465,1.331,3.8784732981619987,2
Na2CoCdCl6,Na,Co,Cd,Cl,1.392,0.742,0.951,0.8465,1.806,4.439607379674108,2
Na2CoCdBr6,Na,Co,Cd,Br,1.392,0.742,0.951,0.8465,1.955,4.615626281032643,2
Na2CoCdI6,Na,Co,Cd,I,1.392,0.742,0.951,0.8465,2.194,4.897965324151366,2
Na2CoInF6,Na,Co,In,F,1.392,0.742,0.989,0.8654999999999999,1.331,3.9224238753826626,2
Na2CoInCl6,Na,Co,In,Cl,1.392,0.742,0.989,0.8654999999999999,1.806,4.4712395888430905,2
Na2CoInBr6,Na,Co,In,Br,1.392,0.742,0.989,0.8654999999999999,1.955,4.643394412644361,2
Na2CoInI6,Na,Co,In,I,1.392,0.742,0.989,0.8654999999999999,2.194,4.919535371627608,2
Na2CoSnF6,Na,Co,Sn,F,1.392,0.742,1.02,0.881,1.331,3.9648436526776476,2
Na2CoSnCl6,Na,Co,Sn,Cl,1.392,0.742,1.02,0.881,1.806,4.504003698080599,2
Na2CoSnBr6,Na,Co,Sn,Br,1.392,0.742,1.02,0.881,1.955,4.673129691270156,2
Na2CoSnI6,Na,Co,Sn,I,1.392,0.742,1.02,0.881,2.194,4.944412324641325,2
Na2CoBaF6,Na,Co,Ba,F,1.392,0.742,1.34,1.041,1.331,4.880646160744709,2
Na2CoBaCl6,Na,Co,Ba,Cl,1.392,0.742,1.34,1.041,1.806,5.336938187641923,2
Na2CoBaBr6,Na,Co,Ba,Br,1.392,0.742,1.34,1.041,1.955,5.480069791868628,2
Na2CoBaI6,Na,Co,Ba,I,1.392,0.742,1.34,1.041,2.194,5.709656727507436,2
Na2CoPtF6,Na,Co,Pt,F,1.392,0.742,0.984,0.863,1.331,3.916145415328927,2
Na2CoPtCl6,Na,Co,Pt,Cl,1.392,0.742,0.984,0.863,1.806,4.466550977321974,2
Na2CoPtBr6,Na,Co,Pt,Br,1.392,0.742,0.984,0.863,1.955,4.639204511505056,2
Na2CoPtI6,Na,Co,Pt,I,1.392,0.742,0.984,0.863,2.194,4.916145415328927,2
Na2CoHgF6,Na,Co,Hg,F,1.392,0.742,1.03,0.886,1.331,3.979849253509049,2
Na2CoHgCl6,Na,Co,Hg,Cl,1.392,0.742,1.03,0.886,1.806,4.515966634998891,2
Na2CoHgBr6,Na,Co,Hg,Br,1.392,0.742,1.03,0.886,1.955,4.684138192560968,2
Na2CoHgI6,Na,Co,Hg,I,1.392,0.742,1.03,0.886,2.194,4.953889885563225,2
Na2CoPbF6,Na,Co,Pb,F,1.392,0.742,1.18,0.961,1.331,4.294336692285039,2
Na2CoPbCl6,Na,Co,Pb,Cl,1.392,0.742,1.18,0.961,1.806,4.788613487290242,2
Na2CoPbBr6,Na,Co,Pb,Br,1.392,0.742,1.18,0.961,1.955,4.943660313512927,2
Na2CoPbI6,Na,Co,Pb,I,1.392,0.742,1.18,0.961,2.194,5.192359585105018,2
Na2CoLaF6,Na,Co,La,F,1.392,0.742,1.31,1.026,1.331,4.74447382464515,2
Na2CoLaCl6,Na,Co,La,Cl,1.392,0.742,1.31,1.026,1.806,5.207436787608113,2
Na2CoLaBr6,Na,Co,La,Br,1.392,0.742,1.31,1.026,1.955,5.352660959148074,2
Na2CoLaI6,Na,Co,La,I,1.392,0.742,1.31,1.026,2.194,5.5856044289336495,2
Na2CoCeF6,Na,Co,Ce,F,1.392,0.742,1.287,1.0145,1.331,4.649334380931354,2
Na2CoCeCl6,Na,Co,Ce,Cl,1.392,0.742,1.287,1.0145,1.806,5.117545322281773,2
Na2CoCeBr6,Na,Co,Ce,Br,1.392,0.742,1.287,1.0145,1.955,5.264415701779063,2
Na2CoCeI6,Na,Co,Ce,I,1.392,0.742,1.287,1.0145,2.194,5.499999733321694,2
Na2CoPrF6,Na,Co,Pr,F,1.392,0.742,1.26,1.001,1.331,4.546934526872596,2
Na2CoPrCl6,Na,Co,Pr,Cl,1.392,0.742,1.26,1.001,1.806,5.02146000139807,2
Na2CoPrBr6,Na,Co,Pr,Br,1.392,0.742,1.26,1.001,1.955,5.170311150249219,2
Na2CoPrI6,Na,Co,Pr,I,1.392,0.742,1.26,1.001,2.194,5.409072389010458,2
Na2CoSmF6,Na,Co,Sm,F,1.392,0.742,1.19,0.966,1.331,4.322176381878406,2
Na2CoSmCl6,Na,Co,Sm,Cl,1.392,0.742,1.19,0.966,1.806,4.813894808379441,2
Na2CoSmBr6,Na,Co,Sm,Br,1.392,0.742,1.19,0.966,1.955,4.96813911479766,2
Na2CoSmI6,Na,Co,Sm,I,1.392,0.742,1.19,0.966,2.194,5.2155511230792335,2
Na2CoEuF6,Na,Co,Eu,F,1.392,0.742,1.16,0.951,1.331,4.2415441209613025,2
Na2CoEuCl6,Na,Co,Eu,Cl,1.392,0.742,1.16,0.951,1.806,4.741018358605888,2
Na2CoEuBr6,Na,Co,Eu,Br,1.392,0.742,1.16,0.951,1.955,4.8976955405196625,2
Na2CoEuI6,Na,Co,Eu,I,1.392,0.742,1.16,0.951,2.194,5.149009946408201,2
Na2CoDyF6,Na,Co,Dy,F,1.392,0.742,1.07,0.906,1.331,4.046686922820119,2
Na2CoDyCl6,Na,Co,Dy,Cl,1.392,0.742,1.07,0.906,1.806,4.570969483526521,2
Na2CoDyBr6,Na,Co,Dy,Br,1.392,0.742,1.07,0.906,1.955,4.735428644674424,2
Na2CoDyI6,Na,Co,Dy,I,1.392,0.742,1.07,0.906,2.194,4.9992255541666974,2
Na2CoTmF6,Na,Co,Tm,F,1.392,0.742,1.03,0.886,1.331,3.979849253509049,2
Na2CoTmCl6,Na,Co,Tm,Cl,1.392,0.742,1.03,0.886,1.806,4.515966634998891,2
Na2CoTmBr6,Na,Co,Tm,Br,1.392,0.742,1.03,0.886,1.955,4.684138192560968,2
Na2CoTmI6,Na,Co,Tm,I,1.392,0.742,1.03,0.886,2.194,4.953889885563225,2
Na2CoYbF6,Na,Co,Yb,F,1.392,0.742,1.02,0.881,1.331,3.9648436526776476,2
Na2CoYbCl6,Na,Co,Yb,Cl,1.392,0.742,1.02,0.881,1.806,4.504003698080599,2
Na2CoYbBr6,Na,Co,Yb,Br,1.392,0.742,1.02,0.881,1.955,4.673129691270156,2
Na2CoYbI6,Na,Co,Yb,I,1.392,0.742,1.02,0.881,2.194,4.944412324641325,2
Na2NiCuF6,Na,Ni,Cu,F,1.392,0.695,0.726,0.7104999999999999,1.331,3.786492085014717,2
Na2NiCuCl6,Na,Ni,Cu,Cl,1.392,0.695,0.726,0.7104999999999999,1.806,4.455035364395435,2
Na2NiCuBr6,Na,Ni,Cu,Br,1.392,0.695,0.726,0.7104999999999999,1.955,4.66474683519065,2
Na2NiCuI6,Na,Ni,Cu,I,1.392,0.695,0.726,0.7104999999999999,2.194,5.001129664184316,2
Na2NiZnF6,Na,Ni,Zn,F,1.392,0.695,0.743,0.719,1.331,3.7817275624378572,2
Na2NiZnCl6,Na,Ni,Zn,Cl,1.392,0.695,0.743,0.719,1.806,4.442367339906564,2
Na2NiZnBr6,Na,Ni,Zn,Br,1.392,0.695,0.743,0.719,1.955,4.649599606944116,2
Na2NiZnI6,Na,Ni,Zn,I,1.392,0.695,0.743,0.719,2.194,4.982005726554686,2
Na2NiGeF6,Na,Ni,Ge,F,1.392,0.695,0.73,0.7124999999999999,1.331,3.785249250138471,2
Na2NiGeCl6,Na,Ni,Ge,Cl,1.392,0.695,0.73,0.7124999999999999,1.806,4.451915916805138,2
Na2NiGeBr6,Na,Ni,Ge,Br,1.392,0.695,0.73,0.7124999999999999,1.955,4.661038723822682,2
Na2NiGeI6,Na,Ni,Ge,I,1.392,0.695,0.73,0.7124999999999999,2.194,4.99647732031391,2
Na2NiSrF6,Na,Ni,Sr,F,1.392,0.695,1.179,0.937,1.331,4.173753754928972,2
Na2NiSrCl6,Na,Ni,Sr,Cl,1.392,0.695,1.179,0.937,1.806,4.680690788013284,2
Na2NiSrBr6,Na,Ni,Sr,Br,1.392,0.695,1.179,0.937,1.955,4.83970893102289,2
Na2NiSrI6,Na,Ni,Sr,I,1.392,0.695,1.179,0.937,2.194,5.094778301353733,2
Na2NiYF6,Na,Ni,Y,F,1.392,0.695,1.113,0.9039999999999999,1.331,4.039495956933722,2
Na2NiYCl6,Na,Ni,Y,Cl,1.392,0.695,1.113,0.9039999999999999,1.806,4.564938434809829,2
Na2NiYBr6,Na,Ni,Y,Br,1.392,0.695,1.113,0.9039999999999999,1.955,4.729761443659386,2
Na2NiYI6,Na,Ni,Y,I,1.392,0.695,1.113,0.9039999999999999,2.194,4.9941419746328375,2
Na2NiNbF6,Na,Ni,Nb,F,1.392,0.695,0.927,0.8109999999999999,1.331,3.8183552274038224,2
Na2NiNbCl6,Na,Ni,Nb,Cl,1.392,0.695,0.927,0.8109999999999999,1.806,4.404051898180642,2
Na2NiNbBr6,Na,Ni,Nb,Br,1.392,0.695,0.927,0.8109999999999999,1.955,4.5877756959611595,2
Na2NiNbI6,Na,Ni,Nb,I,1.392,0.695,0.927,0.8109999999999999,2.194,4.882473599783601,2
Na2NiPdF6,Na,Ni,Pd,F,1.392,0.695,0.866,0.7805,1.331,3.7879112293270385,2
Na2NiPdCl6,Na,Ni,Pd,Cl,1.392,0.695,0.866,0.7805,1.806,4.396495470198275,2
Na2NiPdBr6,Na,Ni,Pd,Br,1.392,0.695,0.866,0.7805,1.955,4.587398737334726,2
Na2NiPdI6,Na,Ni,Pd,I,1.392,0.695,0.866,0.7805,2.194,4.893612702741516,2
Na2NiAgF6,Na,Ni,Ag,F,1.392,0.695,0.936,0.8155,1.331,3.8244650819541386,2
Na2NiAgCl6,Na,Ni,Ag,Cl,1.392,0.695,0.936,0.8155,1.806,4.406929827509012,2
Na2NiAgBr6,Na,Ni,Ag,Br,1.392,0.695,0.936,0.8155,1.955,4.589639821377805,2
Na2NiAgI6,Na,Ni,Ag,I,1.392,0.695,0.936,0.8155,2.194,4.882711556509626,2
Na2NiCdF6,Na,Ni,Cd,F,1.392,0.695,0.951,0.823,1.331,3.8356026285613574,2
Na2NiCdCl6,Na,Ni,Cd,Cl,1.392,0.695,0.951,0.823,1.806,4.412759372182256,2
Na2NiCdBr6,Na,Ni,Cd,Br,1.392,0.695,0.951,0.823,1.955,4.593804329654917,2
Na2NiCdI6,Na,Ni,Cd,I,1.392,0.695,0.951,0.823,2.194,4.884205301708381,2
Na2NiInF6,Na,Ni,In,F,1.392,0.695,0.989,0.842,1.331,3.869304586035333,2
Na2NiInCl6,Na,Ni,In,Cl,1.392,0.695,0.989,0.842,1.806,4.433437602662411,2
Na2NiInBr6,Na,Ni,In,Br,1.392,0.695,0.989,0.842,1.955,4.610397222614905,2
Na2NiInI6,Na,Ni,In,I,1.392,0.695,0.989,0.842,2.194,4.894245203612529,2
Na2NiSnF6,Na,Ni,Sn,F,1.392,0.695,1.02,0.8574999999999999,1.331,3.902868043067569,2
Na2NiSnCl6,Na,Ni,Sn,Cl,1.392,0.695,1.02,0.8574999999999999,1.806,4.456803903125879,2
Na2NiSnBr6,Na,Ni,Sn,Br,1.392,0.695,1.02,0.8574999999999999,1.955,4.6305648360704845,2
Na2NiSnI6,Na,Ni,Sn,I,1.392,0.695,1.02,0.8574999999999999,2.194,4.9092820372366655,2
Na2NiBaF6,Na,Ni,Ba,F,1.392,0.695,1.34,1.0175,1.331,4.673423548040672,2
Na2NiBaCl6,Na,Ni,Ba,Cl,1.392,0.695,1.34,1.0175,1.806,5.140254014871139,2
Na2NiBaBr6,Na,Ni,Ba,Br,1.392,0.695,1.34,1.0175,1.955,5.286691361308486,2
Na2NiBaI6,Na,Ni,Ba,I,1.392,0.695,1.34,1.0175,2.194,5.52158079619792,2
Na2NiPtF6,Na,Ni,Pt,F,1.392,0.695,0.984,0.8394999999999999,1.331,3.864410458629534,2
Na2NiPtCl6,Na,Ni,Pt,Cl,1.392,0.695,0.984,0.8394999999999999,1.806,4.430223442548534,2
Na2NiPtBr6,Na,Ni,Pt,Br,1.392,0.695,0.984,0.8394999999999999,1.955,4.607710041714704,2
Na2NiPtI6,Na,Ni,Pt,I,1.392,0.695,0.984,0.8394999999999999,2.194,4.892403311518159,2
Na2NiHgF6,Na,Ni,Hg,F,1.392,0.695,1.03,0.8625,1.331,3.9149080785630916,2
Na2NiHgCl6,Na,Ni,Hg,Cl,1.392,0.695,1.03,0.8625,1.806,4.465632716244251,2
Na2NiHgBr6,Na,Ni,Hg,Br,1.392,0.695,1.03,0.8625,1.955,4.638386339432657,2
Na2NiHgI6,Na,Ni,Hg,I,1.392,0.695,1.03,0.8625,2.194,4.9154877887080195,2
Na2NiPbF6,Na,Ni,Pb,F,1.392,0.695,1.18,0.9375,1.331,4.176057174757286,2
Na2NiPbCl6,Na,Ni,Pb,Cl,1.392,0.695,1.18,0.9375,1.806,4.682723841423952,2
Na2NiPbBr6,Na,Ni,Pb,Br,1.392,0.695,1.18,0.9375,1.955,4.841657174757286,2
Na2NiPbI6,Na,Ni,Pb,I,1.392,0.695,1.18,0.9375,2.194,5.096590508090619,2
Na2NiLaF6,Na,Ni,La,F,1.392,0.695,1.31,1.0025,1.331,4.557844318264505,2
Na2NiLaCl6,Na,Ni,La,Cl,1.392,0.695,1.31,1.0025,1.806,5.031659779611139,2
Na2NiLaBr6,Na,Ni,La,Br,1.392,0.695,1.31,1.0025,1.955,5.180288208538819,2
Na2NiLaI6,Na,Ni,La,I,1.392,0.695,1.31,1.0025,2.194,5.418692198563757,2
Na2NiCeF6,Na,Ni,Ce,F,1.392,0.695,1.287,0.9909999999999999,1.331,4.477033992862212,2
Na2NiCeCl6,Na,Ni,Ce,Cl,1.392,0.695,1.287,0.9909999999999999,1.806,4.95634781728199,2
Na2NiCeBr6,Na,Ni,Ce,Br,1.392,0.695,1.287,0.9909999999999999,1.955,5.106700995889456,2
