A_Density,B_Density,C_Density,X_Density,A_dipole Polarizability,B_dipole Polarizability,C_dipole Polarizability,X_dipole Polarizability,A_covalent Radius,B_covalent Radius,C_covalent Radius,X_covalent Radius,A_atomic Radius,B_atomic Radius,C_atomic Radius,X_atomic Radius,A_FirstIonization,B_FirstIonization,C_FirstIonization,X_FirstIonization,A_number of Valence Electrons,B_number of Valence Electrons,C_number of Valence Electrons,X_number of Valence Electrons,A_number,B_number,C_number,X_number,A_Period,B_Period,C_Period,X_Period,A_Electronegativity,B_Electronegativity,C_Electronegativity,X_Electronegativity,A_number of s+p Electrons,B_number of s+p Electrons,C_number of s+p Electrons,X_number of s+p Electrons,A_number of d Electrons,B_number of d Electrons,C_number of d Electrons,X_number of d Electrons,A_Mulliken EN,B_Mulliken EN,C_Mulliken EN,X_Mulliken EN,A-B_Density,A-C_Density,(A+B+C)-X_Density,A-B_dipole Polarizability,A-C_dipole Polarizability,(A+B+C)-X_dipole Polarizability,A-B_covalent Radius,A-C_covalent Radius,(A+B+C)-X_covalent Radius,A-B_atomic Radius,A-C_atomic Radius,(A+B+C)-X_atomic Radius,A-B_FirstIonization,A-C_FirstIonization,(A+B+C)-X_FirstIonization,A-B_number of Valence Electrons,A-C_number of Valence Electrons,(A+B+C)-X_number of Valence Electrons,A-B_number,A-C_number,(A+B+C)-X_number,A-B_Period,A-C_Period,(A+B+C)-X_Period,A-B_Electronegativity,A-C_Electronegativity,(A+B+C)-X_Electronegativity,A-B_number of s+p Electrons,A-C_number of s+p Electrons,(A+B+C)-X_number of s+p Electrons,A-B_number of d Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-B_Mulliken EN,A-C_Mulliken EN,(A+B+C)-X_Mulliken EN
1.724,0.534,10.2,0.01926,579.4,164.1125,87.0,87.6,392,133,138,594,4.4,1.45,1.45,6.0,837.6,520.2,684.3,7507.200000000001,2,1,6,42,38,3,42,102,8,2,5,18,1.64,0.98,2.16,18.96,2,1,1,42,0,0,5,0,4.84,3.01,3.9,49.800000000000004,1.19,8.475999999999999,12.43874,415.28749999999997,492.4,742.9125,259,254,69,2.95,2.95,1.3000000000000007,317.4,153.30000000000007,5465.1,1,4,33,35,4,19,6,3,3,0.6599999999999999,0.5200000000000002,14.18,1,1,38,0,5,5,1.83,0.94,38.050000000000004
1.724,0.534,10.2,0.010199999999999999,579.4,164.1125,87.0,22.44,392,133,138,384,4.4,1.45,1.45,3.0,837.6,520.2,684.3,10086.0,2,1,6,42,38,3,42,54,8,2,5,12,1.64,0.98,2.16,23.88,2,1,1,42,0,0,5,0,4.84,3.01,3.9,62.46,1.19,8.475999999999999,12.447799999999999,415.28749999999997,492.4,808.0725,259,254,279,2.95,2.95,4.300000000000001,317.4,153.30000000000007,8043.9,1,4,33,35,4,29,6,3,3,0.6599999999999999,0.5200000000000002,19.099999999999998,1,1,38,0,5,5,1.83,0.94,50.71
1.724,0.534,10.2,29.58,579.4,164.1125,87.0,197.39999999999998,392,133,138,798,4.4,1.45,1.45,8.399999999999999,837.6,520.2,684.3,6050.4,2,1,6,42,38,3,42,318,8,2,5,30,1.64,0.98,2.16,15.96,2,1,1,42,0,0,5,60,4.84,3.01,3.9,40.56,1.19,8.475999999999999,17.122,415.28749999999997,492.4,633.1125000000001,259,254,135,2.95,2.95,1.0999999999999979,317.4,153.30000000000007,4008.2999999999993,1,4,33,35,4,235,6,3,15,0.6599999999999999,0.5200000000000002,11.18,1,1,38,0,5,55,1.83,0.94,28.810000000000002
1.724,0.534,8.57,0.010199999999999999,579.4,164.1125,98.0,22.44,392,133,147,384,4.4,1.45,1.45,3.0,837.6,520.2,652.1,10086.0,2,1,5,42,38,3,41,54,8,2,5,12,1.64,0.98,1.6,23.88,2,1,1,42,0,0,4,0,4.84,3.01,4.0,62.46,1.19,6.846,10.8178,415.28749999999997,481.4,819.0725,259,245,288,2.95,2.95,4.300000000000001,317.4,185.5,8076.1,1,3,34,35,3,28,6,3,3,0.6599999999999999,0.039999999999999813,19.659999999999997,1,1,38,0,4,4,1.83,0.8399999999999999,50.61
1.724,0.534,7.01,18.72,579.4,164.1125,208.0,126.0,392,133,174,684,4.4,1.45,1.85,6.8999999999999995,837.6,520.2,533.1,6839.400000000001,2,1,3,42,38,3,60,210,8,2,6,24,1.64,0.98,1.14,17.759999999999998,2,1,2,42,0,0,0,0,4.84,3.01,3.1,45.54,1.19,5.286,9.451999999999998,415.28749999999997,371.4,825.5125,259,218,15,2.95,2.5500000000000003,0.8000000000000016,317.4,304.5,4948.5,1,1,36,35,22,109,6,2,8,0.6599999999999999,0.5,13.999999999999998,1,0,37,0,0,0,1.83,1.7399999999999998,34.59
1.724,0.534,7.01,0.01926,579.4,164.1125,208.0,87.6,392,133,174,594,4.4,1.45,1.85,6.0,837.6,520.2,533.1,7507.200000000001,2,1,3,42,38,3,60,102,8,2,6,18,1.64,0.98,1.14,18.96,2,1,2,42,0,0,0,0,4.84,3.01,3.1,49.800000000000004,1.19,5.286,9.248740000000002,415.28749999999997,371.4,863.9125,259,218,105,2.95,2.5500000000000003,1.700000000000001,317.4,304.5,5616.300000000001,1,1,36,35,22,1,6,2,2,0.6599999999999999,0.5,15.200000000000001,1,0,37,0,0,0,1.83,1.7399999999999998,38.85000000000001
1.724,0.534,7.01,0.010199999999999999,579.4,164.1125,208.0,22.44,392,133,174,384,4.4,1.45,1.85,3.0,837.6,520.2,533.1,10086.0,2,1,3,42,38,3,60,54,8,2,6,12,1.64,0.98,1.14,23.88,2,1,2,42,0,0,0,0,4.84,3.01,3.1,62.46,1.19,5.286,9.257800000000001,415.28749999999997,371.4,929.0725,259,218,315,2.95,2.5500000000000003,4.700000000000001,317.4,304.5,8195.1,1,1,36,35,22,47,6,2,4,0.6599999999999999,0.5,20.119999999999997,1,0,37,0,0,0,1.83,1.7399999999999998,51.510000000000005
1.724,0.534,7.01,29.58,579.4,164.1125,208.0,197.39999999999998,392,133,174,798,4.4,1.45,1.85,8.399999999999999,837.6,520.2,533.1,6050.4,2,1,3,42,38,3,60,318,8,2,6,30,1.64,0.98,1.14,15.96,2,1,2,42,0,0,0,60,4.84,3.01,3.1,40.56,1.19,5.286,20.311999999999998,415.28749999999997,371.4,754.1125000000001,259,218,99,2.95,2.5500000000000003,0.6999999999999975,317.4,304.5,4159.5,1,1,36,35,22,217,6,2,14,0.6599999999999999,0.5,12.200000000000001,1,0,37,0,0,60,1.83,1.7399999999999998,29.610000000000003
1.724,0.534,8.91,0.010199999999999999,579.4,164.1125,49.0,22.44,392,133,110,384,4.4,1.45,1.35,3.0,837.6,520.2,737.1,10086.0,2,1,10,42,38,3,28,54,8,2,4,12,1.64,0.98,1.91,23.88,2,1,2,42,0,0,8,0,4.84,3.01,4.4,62.46,1.19,7.186,11.1578,415.28749999999997,530.4,770.0725,259,282,251,2.95,3.0500000000000003,4.200000000000001,317.4,100.5,7991.1,1,8,29,35,10,15,6,4,2,0.6599999999999999,0.27,19.349999999999998,1,0,37,0,8,8,1.83,0.4399999999999995,50.21
1.724,0.534,12.0,0.010199999999999999,579.4,164.1125,26.14,22.44,392,133,120,384,4.4,1.45,1.4,3.0,837.6,520.2,804.4,10086.0,2,1,10,42,38,3,46,54,8,2,5,12,1.64,0.98,2.2,23.88,2,1,0,42,0,0,10,0,4.84,3.01,4.45,62.46,1.19,10.276,14.2478,415.28749999999997,553.26,747.2125,259,272,261,2.95,3.0000000000000004,4.25,317.4,33.200000000000045,7923.799999999999,1,8,29,35,8,33,6,3,3,0.6599999999999999,0.5600000000000003,19.06,1,2,39,0,10,10,1.83,0.3899999999999997,50.16
1.724,0.534,6.77,18.72,579.4,164.1125,216.0,126.0,392,133,176,684,4.4,1.45,1.85,6.8999999999999995,837.6,520.2,527.0,6839.400000000001,2,1,3,42,38,3,59,210,8,2,6,24,1.64,0.98,1.13,17.759999999999998,2,1,2,42,0,0,0,0,4.84,3.01,3.1,45.54,1.19,5.045999999999999,9.692,415.28749999999997,363.4,833.5125,259,216,17,2.95,2.5500000000000003,0.8000000000000016,317.4,310.6,4954.6,1,1,36,35,21,110,6,2,8,0.6599999999999999,0.51,14.009999999999998,1,0,37,0,0,0,1.83,1.7399999999999998,34.59
1.724,0.534,6.77,0.01926,579.4,164.1125,216.0,87.6,392,133,176,594,4.4,1.45,1.85,6.0,837.6,520.2,527.0,7507.200000000001,2,1,3,42,38,3,59,102,8,2,6,18,1.64,0.98,1.13,18.96,2,1,2,42,0,0,0,0,4.84,3.01,3.1,49.800000000000004,1.19,5.045999999999999,9.00874,415.28749999999997,363.4,871.9125,259,216,107,2.95,2.5500000000000003,1.700000000000001,317.4,310.6,5622.400000000001,1,1,36,35,21,2,6,2,2,0.6599999999999999,0.51,15.21,1,0,37,0,0,0,1.83,1.7399999999999998,38.85000000000001
1.724,0.534,6.77,29.58,579.4,164.1125,216.0,197.39999999999998,392,133,176,798,4.4,1.45,1.85,8.399999999999999,837.6,520.2,527.0,6050.4,2,1,3,42,38,3,59,318,8,2,6,30,1.64,0.98,1.13,15.96,2,1,2,42,0,0,0,60,4.84,3.01,3.1,40.56,1.19,5.045999999999999,20.552,415.28749999999997,363.4,762.1125000000001,259,216,97,2.95,2.5500000000000003,0.6999999999999975,317.4,310.6,4165.599999999999,1,1,36,35,21,218,6,2,14,0.6599999999999999,0.51,12.21,1,0,37,0,0,60,1.83,1.7399999999999998,29.610000000000003
1.724,0.534,12.4,0.010199999999999999,579.4,164.1125,66.0,22.44,392,133,125,384,4.4,1.45,1.35,3.0,837.6,520.2,719.7,10086.0,2,1,9,42,38,3,45,54,8,2,5,12,1.64,0.98,2.28,23.88,2,1,1,42,0,0,8,0,4.84,3.01,4.3,62.46,1.19,10.676,14.647800000000002,415.28749999999997,513.4,787.0725,259,267,266,2.95,3.0500000000000003,4.200000000000001,317.4,117.89999999999998,8008.5,1,7,30,35,7,32,6,3,3,0.6599999999999999,0.6399999999999999,18.979999999999997,1,1,38,0,8,8,1.83,0.54,50.31
1.724,0.534,12.4,0.010199999999999999,579.4,164.1125,72.0,22.44,392,133,125,384,4.4,1.45,1.3,3.0,837.6,520.2,710.2,10086.0,2,1,8,42,38,3,44,54,8,2,5,12,1.64,0.98,2.2,23.88,2,1,1,42,0,0,7,0,4.84,3.01,4.5,62.46,1.19,10.676,14.647800000000002,415.28749999999997,507.4,793.0725,259,267,266,2.95,3.1000000000000005,4.15,317.4,127.39999999999998,8018.0,1,6,31,35,6,31,6,3,3,0.6599999999999999,0.5600000000000003,19.06,1,1,38,0,7,7,1.83,0.33999999999999986,50.11
1.724,0.534,6.69,18.72,579.4,164.1125,43.0,126.0,392,133,140,684,4.4,1.45,1.45,6.8999999999999995,837.6,520.2,834.0,6839.400000000001,2,1,5,42,38,3,51,210,8,2,5,24,1.64,0.98,2.05,17.759999999999998,2,1,5,42,0,0,10,0,4.84,3.01,4.85,45.54,1.19,4.966,9.771999999999998,415.28749999999997,536.4,660.5125,259,252,19,2.95,2.95,0.40000000000000124,317.4,3.6000000000000227,4647.6,1,3,34,35,13,118,6,3,9,0.6599999999999999,0.4099999999999999,13.089999999999998,1,3,34,0,10,10,1.83,0.009999999999999787,32.84
1.724,0.534,6.69,0.01926,579.4,164.1125,43.0,87.6,392,133,140,594,4.4,1.45,1.45,6.0,837.6,520.2,834.0,7507.200000000001,2,1,5,42,38,3,51,102,8,2,5,18,1.64,0.98,2.05,18.96,2,1,5,42,0,0,10,0,4.84,3.01,4.85,49.800000000000004,1.19,4.966,8.928740000000001,415.28749999999997,536.4,698.9125,259,252,71,2.95,2.95,1.3000000000000007,317.4,3.6000000000000227,5315.400000000001,1,3,34,35,13,10,6,3,3,0.6599999999999999,0.4099999999999999,14.290000000000001,1,3,34,0,10,10,1.83,0.009999999999999787,37.10000000000001
1.724,0.534,6.69,0.010199999999999999,579.4,164.1125,43.0,22.44,392,133,140,384,4.4,1.45,1.45,3.0,837.6,520.2,834.0,10086.0,2,1,5,42,38,3,51,54,8,2,5,12,1.64,0.98,2.05,23.88,2,1,5,42,0,0,10,0,4.84,3.01,4.85,62.46,1.19,4.966,8.937800000000001,415.28749999999997,536.4,764.0725,259,252,281,2.95,2.95,4.300000000000001,317.4,3.6000000000000227,7894.2,1,3,34,35,13,38,6,3,3,0.6599999999999999,0.4099999999999999,19.21,1,3,34,0,10,10,1.83,0.009999999999999787,49.760000000000005
1.724,0.534,6.69,29.58,579.4,164.1125,43.0,197.39999999999998,392,133,140,798,4.4,1.45,1.45,8.399999999999999,837.6,520.2,834.0,6050.4,2,1,5,42,38,3,51,318,8,2,5,30,1.64,0.98,2.05,15.96,2,1,5,42,0,0,10,60,4.84,3.01,4.85,40.56,1.19,4.966,20.631999999999998,415.28749999999997,536.4,589.1125000000001,259,252,133,2.95,2.95,1.0999999999999979,317.4,3.6000000000000227,3858.5999999999995,1,3,34,35,13,226,6,3,15,0.6599999999999999,0.4099999999999999,11.290000000000001,1,3,34,0,10,50,1.83,0.009999999999999787,27.860000000000003
1.724,0.534,2.99,0.01926,579.4,164.1125,97.0,87.6,392,133,148,594,4.4,1.45,1.6,6.0,837.6,520.2,633.1,7507.200000000001,2,1,3,42,38,3,21,102,8,2,4,18,1.64,0.98,1.36,18.96,2,1,2,42,0,0,1,0,4.84,3.01,3.34,49.800000000000004,1.19,1.2660000000000002,5.22874,415.28749999999997,482.4,752.9125,259,244,79,2.95,2.8000000000000003,1.450000000000001,317.4,204.5,5516.300000000001,1,1,36,35,17,40,6,4,4,0.6599999999999999,0.2799999999999998,14.98,1,0,37,0,1,1,1.83,1.5,38.61000000000001
1.724,0.534,2.99,0.010199999999999999,579.4,164.1125,97.0,22.44,392,133,148,384,4.4,1.45,1.6,3.0,837.6,520.2,633.1,10086.0,2,1,3,42,38,3,21,54,8,2,4,12,1.64,0.98,1.36,23.88,2,1,2,42,0,0,1,0,4.84,3.01,3.34,62.46,1.19,1.2660000000000002,5.2378,415.28749999999997,482.4,818.0725,259,244,289,2.95,2.8000000000000003,4.450000000000001,317.4,204.5,8095.1,1,1,36,35,17,8,6,4,2,0.6599999999999999,0.2799999999999998,19.9,1,0,37,0,1,1,1.83,1.5,51.27
1.724,0.534,7.52,0.01926,579.4,164.1125,192.0,87.6,392,133,172,594,4.4,1.45,1.85,6.0,837.6,520.2,544.5,7507.200000000001,2,1,3,42,38,3,62,102,8,2,6,18,1.64,0.98,1.17,18.96,2,1,2,42,0,0,0,0,4.84,3.01,3.1,49.800000000000004,1.19,5.795999999999999,9.75874,415.28749999999997,387.4,847.9125,259,220,103,2.95,2.5500000000000003,1.700000000000001,317.4,293.1,5604.900000000001,1,1,36,35,24,1,6,2,2,0.6599999999999999,0.47,15.170000000000002,1,0,37,0,0,0,1.83,1.7399999999999998,38.85000000000001
1.724,0.534,16.7,18.72,579.4,164.1125,74.0,126.0,392,133,146,684,4.4,1.45,1.45,6.8999999999999995,837.6,520.2,761.0,6839.400000000001,2,1,5,42,38,3,73,210,8,2,6,24,1.64,0.98,1.5,17.759999999999998,2,1,2,42,0,0,3,0,4.84,3.01,4.11,45.54,1.19,14.975999999999999,0.23799999999999955,415.28749999999997,505.4,691.5125,259,246,13,2.95,2.95,0.40000000000000124,317.4,76.60000000000002,4720.6,1,3,34,35,35,96,6,2,8,0.6599999999999999,0.1399999999999999,13.639999999999997,1,0,37,0,3,3,1.83,0.7299999999999995,33.58
1.724,0.534,16.7,0.01926,579.4,164.1125,74.0,87.6,392,133,146,594,4.4,1.45,1.45,6.0,837.6,520.2,761.0,7507.200000000001,2,1,5,42,38,3,73,102,8,2,6,18,1.64,0.98,1.5,18.96,2,1,2,42,0,0,3,0,4.84,3.01,4.11,49.800000000000004,1.19,14.975999999999999,18.93874,415.28749999999997,505.4,729.9125,259,246,77,2.95,2.95,1.3000000000000007,317.4,76.60000000000002,5388.400000000001,1,3,34,35,35,12,6,2,2,0.6599999999999999,0.1399999999999999,14.84,1,0,37,0,3,3,1.83,0.7299999999999995,37.84
1.724,0.534,16.7,29.58,579.4,164.1125,74.0,197.39999999999998,392,133,146,798,4.4,1.45,1.45,8.399999999999999,837.6,520.2,761.0,6050.4,2,1,5,42,38,3,73,318,8,2,6,30,1.64,0.98,1.5,15.96,2,1,2,42,0,0,3,60,4.84,3.01,4.11,40.56,1.19,14.975999999999999,10.622,415.28749999999997,505.4,620.1125000000001,259,246,127,2.95,2.95,1.0999999999999979,317.4,76.60000000000002,3931.5999999999995,1,3,34,35,35,204,6,2,14,0.6599999999999999,0.1399999999999999,11.84,1,0,37,0,3,57,1.83,0.7299999999999995,28.6
1.724,0.534,8.23,0.01926,579.4,164.1125,170.0,87.6,392,133,168,594,4.4,1.45,1.75,6.0,837.6,520.2,565.8,7507.200000000001,2,1,3,42,38,3,65,102,8,2,6,18,1.64,0.98,1.2,18.96,2,1,2,42,0,0,0,0,4.84,3.01,3.1,49.800000000000004,1.19,6.506,10.46874,415.28749999999997,409.4,825.9125,259,224,99,2.95,2.6500000000000004,1.6000000000000005,317.4,271.80000000000007,5583.6,1,1,36,35,27,4,6,2,2,0.6599999999999999,0.43999999999999995,15.14,1,0,37,0,0,0,1.83,1.7399999999999998,38.85000000000001
1.724,0.534,4.54,0.010199999999999999,579.4,164.1125,100.0,22.44,392,133,136,384,4.4,1.45,1.4,3.0,837.6,520.2,658.8,10086.0,2,1,4,42,38,3,22,54,8,2,4,12,1.64,0.98,1.54,23.88,2,1,2,42,0,0,2,0,4.84,3.01,3.45,62.46,1.19,2.816,6.7878,415.28749999999997,479.4,821.0725,259,256,277,2.95,3.0000000000000004,4.25,317.4,178.80000000000007,8069.4,1,2,35,35,16,9,6,4,2,0.6599999999999999,0.09999999999999987,19.72,1,0,37,0,2,2,1.83,1.3899999999999997,51.16
1.724,0.534,11.9,18.72,579.4,164.1125,50.0,126.0,392,133,144,684,4.4,1.45,1.9,6.8999999999999995,837.6,520.2,589.4,6839.400000000001,2,1,3,42,38,3,81,210,8,2,6,24,1.64,0.98,2.04,17.759999999999998,2,1,3,42,0,0,10,0,4.84,3.01,3.2,45.54,1.19,10.176,4.561999999999998,415.28749999999997,529.4,667.5125,259,248,15,2.95,2.5000000000000004,0.8500000000000005,317.4,248.20000000000005,4892.200000000001,1,1,36,35,43,88,6,2,8,0.6599999999999999,0.40000000000000013,13.099999999999998,1,1,36,0,10,10,1.83,1.6399999999999997,34.489999999999995
1.724,0.534,11.9,0.01926,579.4,164.1125,50.0,87.6,392,133,144,594,4.4,1.45,1.9,6.0,837.6,520.2,589.4,7507.200000000001,2,1,3,42,38,3,81,102,8,2,6,18,1.64,0.98,2.04,18.96,2,1,3,42,0,0,10,0,4.84,3.01,3.2,49.800000000000004,1.19,10.176,14.138740000000002,415.28749999999997,529.4,705.9125,259,248,75,2.95,2.5000000000000004,1.75,317.4,248.20000000000005,5560.0,1,1,36,35,43,20,6,2,2,0.6599999999999999,0.40000000000000013,14.3,1,1,36,0,10,10,1.83,1.6399999999999997,38.75
1.724,0.534,11.9,0.010199999999999999,579.4,164.1125,50.0,22.44,392,133,144,384,4.4,1.45,1.9,3.0,837.6,520.2,589.4,10086.0,2,1,3,42,38,3,81,54,8,2,6,12,1.64,0.98,2.04,23.88,2,1,3,42,0,0,10,0,4.84,3.01,3.2,62.46,1.19,10.176,14.147800000000002,415.28749999999997,529.4,771.0725,259,248,285,2.95,2.5000000000000004,4.75,317.4,248.20000000000005,8138.799999999999,1,1,36,35,43,68,6,2,4,0.6599999999999999,0.40000000000000013,19.22,1,1,36,0,10,10,1.83,1.6399999999999997,51.41
1.724,0.534,9.32,0.01926,579.4,164.1125,144.0,87.6,392,133,164,594,4.4,1.45,1.75,6.0,837.6,520.2,596.7,7507.200000000001,2,1,3,42,38,3,69,102,8,2,6,18,1.64,0.98,1.25,18.96,2,1,2,42,0,0,0,0,4.84,3.01,3.1,49.800000000000004,1.19,7.596,11.55874,415.28749999999997,435.4,799.9125,259,228,95,2.95,2.6500000000000004,1.6000000000000005,317.4,240.89999999999998,5552.700000000001,1,1,36,35,31,8,6,2,2,0.6599999999999999,0.3899999999999999,15.09,1,0,37,0,0,0,1.83,1.7399999999999998,38.85000000000001
1.724,0.534,6.11,0.010199999999999999,579.4,164.1125,87.0,22.44,392,133,134,384,4.4,1.45,1.35,3.0,837.6,520.2,650.9,10086.0,2,1,5,42,38,3,23,54,8,2,4,12,1.64,0.98,1.63,23.88,2,1,2,42,0,0,3,0,4.84,3.01,3.6,62.46,1.19,4.386,8.357800000000001,415.28749999999997,492.4,808.0725,259,258,275,2.95,3.0500000000000003,4.200000000000001,317.4,186.70000000000005,8077.299999999999,1,3,34,35,15,10,6,4,2,0.6599999999999999,0.010000000000000009,19.63,1,0,37,0,3,3,1.83,1.2399999999999998,51.010000000000005
1.724,0.534,4.47,18.72,579.4,164.1125,162.0,126.0,392,133,163,684,4.4,1.45,1.8,6.8999999999999995,837.6,520.2,600.0,6839.400000000001,2,1,3,42,38,3,39,210,8,2,5,24,1.64,0.98,1.22,17.759999999999998,2,1,2,42,0,0,1,0,4.84,3.01,3.19,45.54,1.19,2.7459999999999996,11.991999999999999,415.28749999999997,417.4,779.5125,259,229,4,2.95,2.6000000000000005,0.7500000000000009,317.4,237.60000000000002,4881.6,1,1,36,35,1,130,6,3,9,0.6599999999999999,0.41999999999999993,13.919999999999998,1,0,37,0,1,1,1.83,1.65,34.5
1.724,0.534,4.47,0.01926,579.4,164.1125,162.0,87.6,392,133,163,594,4.4,1.45,1.8,6.0,837.6,520.2,600.0,7507.200000000001,2,1,3,42,38,3,39,102,8,2,5,18,1.64,0.98,1.22,18.96,2,1,2,42,0,0,1,0,4.84,3.01,3.19,49.800000000000004,1.19,2.7459999999999996,6.70874,415.28749999999997,417.4,817.9125,259,229,94,2.95,2.6000000000000005,1.6500000000000004,317.4,237.60000000000002,5549.400000000001,1,1,36,35,1,22,6,3,3,0.6599999999999999,0.41999999999999993,15.120000000000001,1,0,37,0,1,1,1.83,1.65,38.760000000000005
1.724,0.534,4.47,0.010199999999999999,579.4,164.1125,162.0,22.44,392,133,163,384,4.4,1.45,1.8,3.0,837.6,520.2,600.0,10086.0,2,1,3,42,38,3,39,54,8,2,5,12,1.64,0.98,1.22,23.88,2,1,2,42,0,0,1,0,4.84,3.01,3.19,62.46,1.19,2.7459999999999996,6.7177999999999995,415.28749999999997,417.4,883.0725,259,229,304,2.95,2.6000000000000005,4.65,317.4,237.60000000000002,8128.2,1,1,36,35,1,26,6,3,3,0.6599999999999999,0.41999999999999993,20.04,1,0,37,0,1,1,1.83,1.65,51.42
1.724,0.534,4.47,29.58,579.4,164.1125,162.0,197.39999999999998,392,133,163,798,4.4,1.45,1.8,8.399999999999999,837.6,520.2,600.0,6050.4,2,1,3,42,38,3,39,318,8,2,5,30,1.64,0.98,1.22,15.96,2,1,2,42,0,0,1,60,4.84,3.01,3.19,40.56,1.19,2.7459999999999996,22.851999999999997,415.28749999999997,417.4,708.1125000000001,259,229,110,2.95,2.6000000000000005,0.7499999999999982,317.4,237.60000000000002,4092.5999999999995,1,1,36,35,1,238,6,3,15,0.6599999999999999,0.41999999999999993,12.120000000000001,1,0,37,0,1,59,1.83,1.65,29.520000000000003
1.724,7.44,10.5,0.010199999999999999,579.4,68.0,55.0,22.44,392,119,128,384,4.4,1.4,1.6,3.0,837.6,717.3,731.0,10086.0,2,7,11,42,38,25,47,54,8,4,5,12,1.64,1.55,1.93,23.88,2,2,1,42,0,5,10,0,4.84,3.72,4.44,62.46,5.716,8.776,19.6538,511.4,524.4,679.9599999999999,273,264,255,3.0000000000000004,2.8000000000000003,4.4,120.30000000000007,106.60000000000002,7800.1,5,9,22,13,9,56,4,3,5,0.08999999999999986,0.29000000000000004,18.759999999999998,0,1,37,5,10,15,1.1199999999999997,0.39999999999999947,49.46
1.724,7.44,13.5,0.010199999999999999,579.4,68.0,33.91,22.44,392,119,133,384,4.4,1.4,1.5,3.0,837.6,717.3,1007.1,10086.0,2,7,12,42,38,25,80,54,8,4,6,12,1.64,1.55,2.0,23.88,2,2,2,42,0,5,10,0,4.84,3.72,4.91,62.46,5.716,11.776,22.6538,511.4,545.49,658.8699999999999,273,259,260,3.0000000000000004,2.9000000000000004,4.300000000000001,120.30000000000007,169.5,7524.0,5,10,21,13,42,89,4,2,6,0.08999999999999986,0.3600000000000001,18.689999999999998,0,0,36,5,10,15,1.1199999999999997,0.07000000000000028,48.99
1.724,0.971,2.7,0.01926,579.4,162.7,57.8,87.6,392,155,126,594,4.4,1.8,1.25,6.0,837.6,495.8,577.5,7507.200000000001,2,1,3,42,38,11,13,102,8,3,3,18,1.64,0.93,1.61,18.96,2,1,3,42,0,0,0,0,4.84,2.85,3.23,49.800000000000004,0.753,0.9760000000000002,5.3757399999999995,416.7,521.6,712.2999999999998,237,266,79,2.6000000000000005,3.1500000000000004,1.4500000000000002,341.8,260.1,5596.300000000001,1,1,36,27,25,40,5,5,4,0.7099999999999999,0.029999999999999805,14.780000000000001,1,1,36,0,0,0,1.9899999999999998,1.6099999999999999,38.88
1.724,0.971,2.7,0.010199999999999999,579.4,162.7,57.8,22.44,392,155,126,384,4.4,1.8,1.25,3.0,837.6,495.8,577.5,10086.0,2,1,3,42,38,11,13,54,8,3,3,12,1.64,0.93,1.61,23.88,2,1,3,42,0,0,0,0,4.84,2.85,3.23,62.46,0.753,0.9760000000000002,5.384799999999999,416.7,521.6,777.4599999999998,237,266,289,2.6000000000000005,3.1500000000000004,4.45,341.8,260.1,8175.1,1,1,36,27,25,8,5,5,2,0.7099999999999999,0.029999999999999805,19.7,1,1,36,0,0,0,1.9899999999999998,1.6099999999999999,51.54
1.724,0.971,5.78,18.72,579.4,162.7,30.0,126.0,392,155,121,684,4.4,1.8,1.15,6.8999999999999995,837.6,495.8,947.0,6839.400000000001,2,1,5,42,38,11,33,210,8,3,4,24,1.64,0.93,2.18,17.759999999999998,2,1,5,42,0,0,0,0,4.84,2.85,5.3,45.54,0.753,4.056,10.245,416.7,549.4,646.0999999999999,237,271,16,2.6000000000000005,3.2500000000000004,0.4500000000000002,341.8,109.39999999999998,4559.0,1,3,34,27,5,128,5,4,9,0.7099999999999999,0.5400000000000003,13.009999999999998,1,3,34,0,0,0,1.9899999999999998,0.45999999999999996,32.55
1.724,0.971,5.78,0.01926,579.4,162.7,30.0,87.6,392,155,121,594,4.4,1.8,1.15,6.0,837.6,495.8,947.0,7507.200000000001,2,1,5,42,38,11,33,102,8,3,4,18,1.64,0.93,2.18,18.96,2,1,5,42,0,0,0,0,4.84,2.85,5.3,49.800000000000004,0.753,4.056,8.45574,416.7,549.4,684.4999999999999,237,271,74,2.6000000000000005,3.2500000000000004,1.3499999999999996,341.8,109.39999999999998,5226.800000000001,1,3,34,27,5,20,5,4,3,0.7099999999999999,0.5400000000000003,14.21,1,3,34,0,0,0,1.9899999999999998,0.45999999999999996,36.81
1.724,0.971,5.78,0.010199999999999999,579.4,162.7,30.0,22.44,392,155,121,384,4.4,1.8,1.15,3.0,837.6,495.8,947.0,10086.0,2,1,5,42,38,11,33,54,8,3,4,12,1.64,0.93,2.18,23.88,2,1,5,42,0,0,0,0,4.84,2.85,5.3,62.46,0.753,4.056,8.4648,416.7,549.4,749.6599999999999,237,271,284,2.6000000000000005,3.2500000000000004,4.35,341.8,109.39999999999998,7805.6,1,3,34,27,5,28,5,4,3,0.7099999999999999,0.5400000000000003,19.13,1,3,34,0,0,0,1.9899999999999998,0.45999999999999996,49.47
